recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,DR3Name,RAdeg,DEdeg,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),BP-RP_x,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,gmag_xa,e_gmag_x,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,AllWISE,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,angDist_xa,PC1,PC2,PC3,Label
1006, ,PN G189.8+07.7 ,M1-7,3382861038566672000,B,99.3372,24.0098,0.31,19.79,0.17,0.25,0.03,99.3372,24.0098,Gaia DR3 3382861038566672000,99.33717226052,24.0098348905,0.9407,0.935,1.3761,1.2174,1.1303,1.551,1.238,-3.897,0.933,19.79097,0.015446,7,8354.6,206.58,40.4424,15.533729,0.026991,5,5652.68,31.0332,182.149,15.36726,0.007058,61.347,0.166469,-4.257241,4.42371,,,,,,,,,,,,,,,,,,,,,,,,15.5573,0.0409,13.1703,0.0031,16793912,15.4212,0.1204,13.1098,0.0042,16793912,17.2374,0.1081,14.5179,0.0072,16892216,17.4121,0.1431,14.7021,0.0089,16793912,16.3421,0.0108,13.6182,0.0035,16892216,1.49152,J063720.93+240035.5,11.584,10.568,6.118,2.91,15.134,14.153,12.966,0.022,0.021,0.013,0.017,0.1,,,990124201351020603,0.286073,10.695999,5.246027,4.9858665,1
1019, ,PN G197.2-14.2 ,Abell10,3333922699432278656,B,82.9404,6.9339,0.05,18.71,0.43,0.39,0.23,82.9404,6.9339,Gaia DR3 3333922699432278656,82.94037312495,6.93389267589,0.2089,0.1691,-0.0595,0.2315,-0.2571,1.508,0.243,0.267,0.183,18.711565,0.010303,46,637.138,28.4218,22.4172,18.32796,0.048513,44,549.86,26.3916,20.8346,17.897266,0.052249,1.924,0.430693,-0.383606,0.814299,,,,,,,,,,,,,,,,,,,,,,,,18.1998,0.042,14.0951,0.0171,16892216,18.2947,0.0293,14.1057,0.054,16892216,18.3691,0.0248,16.8698,0.0448,16892216,18.4056,0.0436,17.9088,0.0591,16892216,18.083,0.0426,17.3365,0.2815,16892216,0.102844,J053145.67+065601.9,14.015,13.19,9.652,7.298,,,,0.028,0.032,0.051,0.125,,,,823107501351000208,0.296123,10.966638,8.365945,5.643659,-1
1023, ,PN G198.6-06.3 ,Abell12,3329653849828221696,A,90.5833,9.6538,0.79,18.65,-0.13,0.31,-0.3,90.5833,9.6538,Gaia DR3 3329653849828221696,90.58332754862,9.65379964892,0.2298,0.206,0.7731,0.22,3.514,0.176,0.274,-0.586,0.234,18.654491,0.004913,21,656.732,28.7895,22.8115,18.295073,0.047678,22,339.075,19.5565,17.3382,18.422157,0.062735,1.531,-0.127085,-0.359419,0.232334,,,,,,6628.0,6623.6,6630.8,4.6381,4.6372,4.6387,-3.8831,-4.1121,-3.4551,5805.7466,5798.844,5808.444,0.0009,0.0002,0.0022,0.0004,0.0,0.0011,17.492,0.0483,12.5951,0.2262,16777496,17.3062,0.0199,11.7597,0.0769,16777496,18.3536,0.0176,18.5686,0.0151,16892216,17.9559,0.0389,20.3243,0.329,16696,,,,,16440,0.104767,J060220.02+093913.6,12.524,11.419,6.966,3.68,,,,0.05,0.028,0.016,0.023,,,,903109001351051549,0.531342,10.166846,7.3741755,4.3066382,3
1026, ,PN G199.4+14.3 ,PaJy1,3362175922014398720,B,110.0064,18.2905,1.11,12.79,-0.02,0.12,-0.09,110.0064,18.2905,Gaia DR3 3362175922014398720,110.00644021494,18.29052499944,0.029,0.0278,0.0448,0.0341,1.316,-0.599,0.033,-1.0,0.027,12.786484,0.004663,23,114480.0,1091.42,104.891,12.69172,0.010721,23,65028.8,526.595,123.489,12.715131,0.00957,1.241,-0.023411,-0.094764,0.071353,,,,,,24521.2,24499.3,24536.2,4.472,4.4626,4.4794,-0.9636,-0.9889,-0.9232,4390.105,4336.069,4460.642,0.577,0.5754,0.5787,0.3128,0.3119,0.3137,12.6732,0.0112,12.7076,0.007,115832,12.8491,0.001,12.8422,0.001,115832,13.2788,0.0033,13.8191,0.0066,16504,13.3979,0.0083,13.4224,0.0015,115064,13.4325,0.0226,13.418,0.0174,115064,0.167841,J072001.54+181725.8,10.161,9.204,5.405,2.262,12.823,12.385,11.755,0.022,0.02,0.014,0.015,0.026,0.026,0.029,1094118101351025156,0.131006,11.810477,8.398371,5.4681973,-1
1035, ,PN G205.8-26.7 ,MaC2-1,3211200438511961088,A,75.9244,-6.1675,0.07,15.81,-0.38,0.12,-0.45,75.9244,-6.1675,Gaia DR3 3211200438511961088,75.92438814645,-6.16750990906,0.0574,0.0432,0.0848,0.0804,1.0537,0.288,0.076,-0.533,0.064,15.809883,0.004123,50,21392.7,67.8979,315.072,14.512877,0.004434,49,8730.21,21.7145,402.045,14.895333,0.004645,3.372,-0.382456,-1.297006,0.91455,,,,,,,,,,,,,,,,,,,,,,,,14.2929,0.0164,14.174,0.0031,16892216,15.0087,0.011,14.8805,0.005,16892216,15.8881,0.0035,15.7548,0.0015,16892216,16.1101,0.0123,15.9846,0.0025,16892216,15.9353,0.0061,15.7442,0.008,16892216,0.038703,J050341.84-061003.0,13.706,12.798,7.888,4.655,15.132,15.282,14.711,0.026,0.026,0.019,0.023,0.043,0.075,0.104,759006101351026627,0.107905,12.849473,8.096316,5.032508,-1
1043, ,PN G211.2-03.5 ,M1-6,3119667469890795008,B,98.938,-0.0937,0.23,15.47,1.43,2.23,0.35,98.938,-0.0937,Gaia DR3 3119667469890795008,98.93801163534,-0.09372712088,0.0379,0.0362,0.1272,0.0441,2.8861,-1.233,0.045,-1.292,0.038,15.473257,0.004783,24,17657.2,320.563,55.0818,14.721237,0.019908,23,38232.2,160.198,238.656,13.291822,0.005914,4.589,1.429415,-0.75202,2.181435,,,,,,,,,,,,,,,,,,,,,,,,15.7509,0.0073,15.5005,0.0014,16892216,14.1011,0.0672,13.5468,0.0008,16892216,14.2564,0.0082,14.0296,0.0034,16892216,14.2491,0.0132,13.8261,0.0055,16892216,13.7054,0.03,13.0973,0.0059,16892216,0.104471,J063545.13-000537.3,8.87,7.655,2.767,-0.101,12.289,11.824,10.645,0.023,0.021,0.009,0.017,0.035,0.052,0.038,983100001351025235,0.227258,8.869916,6.987729,5.211149,4
1045, ,PN G212.0+04.3 ,M1-9,3115628448289044992,B,106.33,2.7832,0.3,15.51,0.42,0.81,-0.01,106.33,2.7832,Gaia DR3 3115628448289044992,106.32999514404,2.78318277953,0.0591,0.0539,0.1114,0.0655,1.6999,-1.243,0.075,0.365,0.061,15.511853,0.004396,23,45493.8,583.492,77.9681,13.693663,0.014202,23,38829.9,239.664,162.018,13.274981,0.007694,7.174,0.418682,-1.818191,2.236873,,,,,,,,,,,,,,,,,,,,,,,,13.8929,0.014,13.5803,0.0019,16892216,13.4824,0.0408,13.2888,0.0134,16892216,14.4595,0.0153,14.2303,0.0032,16892216,14.5283,0.0114,14.2398,0.0033,16892216,13.9582,0.028,13.5551,0.009,16892216,0.068254,J070519.20+024659.5,11.126,10.112,5.157,1.972,13.14,13.05,12.156,0.022,0.02,0.014,0.013,0.032,0.036,0.03,1058103001351021628,0.012224,11.725677,6.5239744,5.132007,-1
1053,*,PN G216.0+07.4 ,PHRJ0723+0036,3110803653827201280,A,110.952,0.6089,3.3,13.83,0.01,0.83,-0.45,110.952,0.6089,Gaia DR3 3110803653827201280,110.95197968877,0.60889664047,0.0197,0.0178,0.1948,0.0222,8.7877,-1.059,0.023,-0.063,0.019,13.829175,0.00287,26,40281.1,81.6861,493.12,13.82579,0.003554,25,23598.9,36.9477,638.712,13.815665,0.004144,1.154,0.010125,-0.003385,0.01351,,,,,,24394.3,22113.3,24526.5,4.4635,4.4359,4.4768,-0.9383,-0.9845,-0.8257,6628.939,6102.706,6786.8447,0.7786,0.731,0.7867,0.419,0.3911,0.4234,13.8708,0.0014,13.9042,0.0022,115000,13.9611,0.0025,14.0036,0.0036,115000,14.1325,0.0064,14.1675,0.0097,115000,14.3042,0.0031,14.3486,0.0018,115000,14.4492,0.0056,14.4616,0.0045,115000,0.071437,J072348.46+003632.1,13.752,13.668,11.154,6.169,13.904,13.908,13.826,0.027,0.037,0.144,0.055,0.032,0.049,0.047,1104100001351055107,0.300537,12.396304,9.659263,5.7069693,0
1056, ,PN G216.3-04.4 ,We1-5,3103708191756172160,B,100.3941,-5.0432,0.06,18.63,0.13,0.51,-0.14,100.3941,-5.0432,Gaia DR3 3103708191756172160,100.39411503992,-5.04320805721,0.1559,0.1736,0.684,0.2087,3.2778,0.226,0.198,1.788,0.188,18.625355,0.004089,21,522.302,8.65299,60.3609,18.543737,0.018203,21,341.897,7.964,42.9303,18.413157,0.025571,1.294,0.130581,-0.081617,0.212198,,,,,,6495.8,6492.9,6497.8,4.5989,4.598,4.5996,-4.0074,-4.0417,-3.9122,5710.809,5703.7,5713.9106,0.0008,0.0002,0.0019,0.0004,0.0001,0.001,18.5673,0.0076,17.9861,0.0342,16892216,18.6134,0.0215,18.0417,0.0591,16892216,18.8153,0.0081,18.6533,0.0796,16892216,18.8762,0.0302,18.7709,0.1373,16892216,18.8874,0.0472,18.5657,0.0953,115000,0.066762,J064134.74-050235.6,14.88,13.825,9.854,5.104,,,,0.053,0.04,0.05,0.033,,,,1002004601351005626,2.416598,11.304024,7.8338876,4.355093,0
1057, ,PN G216.9-05.2 ,MPAJ0639-0554,3100542667721862912,B,99.9922,-5.9159,0.63,18.91,0.22,0.69,-0.15,99.9922,-5.9159,Gaia DR3 3100542667721862912,99.99219499602,-5.91587139577,0.2389,0.2536,-0.0682,0.2841,-0.2401,-0.147,0.285,0.007,0.28,18.9087,0.007033,16,2587.52,53.3018,48.5448,16.806332,0.022539,19,1846.37,24.5792,75.1193,16.5821,0.014939,8.616,0.224232,-2.102369,2.326601,,,,,,,,,,,,,,,,,,,,,,,,17.0284,0.0044,16.0955,0.0053,16892216,16.9537,0.0521,16.3795,0.0415,16892216,18.0807,0.0509,17.3925,0.0192,16793912,18.0674,0.0537,17.1717,0.0101,16892216,17.5907,0.044,16.4857,0.0157,16892216,0.088629,J063958.00-055455.9,12.706,12.139,8.928,4.725,13.679,13.178,13.093,0.024,0.022,0.031,0.026,0.034,,0.044,1002006101351035068,2.241209,11.093762,5.854182,4.9521646,1
1063,*,PN G219.1+31.2 ,Abell31,597324024095840512,A,133.5548,8.898,0.13,15.47,-0.47,0.14,-0.55,133.5548,8.898,Gaia DR3 597324024095840512,133.55480563843,8.89800122211,0.0415,0.0211,1.8421,0.055,33.4896,-9.967,0.06,-8.567,0.038,15.474518,0.00285,62,10370.8,17.8516,580.945,15.299012,0.003358,57,3887.02,9.20967,422.058,15.773855,0.004572,1.172,-0.474843,-0.175506,-0.299337,,,,,,,,,,,,,,,,,,,,,,,,15.2947,0.0053,15.3611,0.0082,115000,15.7668,0.0029,15.821,0.001,115000,16.1139,0.0046,16.1771,0.0031,115000,16.3498,0.0054,16.4166,0.0096,115000,16.4806,0.0082,16.5832,0.0085,115000,0.069004,J085413.16+085351.9,15.58,15.634,11.413,7.044,15.874,15.573,15.669,0.047,0.136,0.17,0.101,0.072,0.136,0.179,1332109001351020697,0.823905,12.673203,9.481273,5.519619,0
1074,*,PN G222.8-04.2 ,PM1-23,3049278041153797760,B,103.556,-10.7606,0.07,13.86,1.14,1.79,0.24,103.556,-10.7606,Gaia DR3 3049278041153797760,103.55598150932,-10.76062980019,0.0142,0.0146,0.0438,0.0161,2.7173,-0.158,0.017,0.62,0.017,13.860789,0.007545,28,25334.3,517.64,48.942,14.329268,0.022359,28,41853.6,781.599,53.5486,13.193564,0.020625,1.249,1.135704,0.468479,0.667225,,,,,,,,,,,,,,,,,,,,,,,,14.4222,0.0129,14.4344,0.0085,115000,13.8323,0.008,13.8499,0.0033,115000,13.6575,0.001,13.7023,0.001,16892216,13.4511,0.0176,13.4907,0.0133,115000,13.088,0.0131,13.1795,0.0262,115000,0.129136,J065413.42-104538.1,11.086,10.483,4.456,1.284,12.284,11.952,11.647,0.023,0.022,0.015,0.009,0.024,0.023,0.025,1030010701351024098,0.259611,10.802618,8.631136,4.9070444,-1
1077,*,PN G224.9+01.0 ,We1-6,3047204259149524480,A,109.3585,-10.1769,4.09,15.78,-0.04,0.64,-0.4,109.3585,-10.1769,Gaia DR3 3047204259149524480,109.35851966119,-10.17693793965,0.0307,0.0294,0.7025,0.0412,17.0401,2.043,0.035,-2.318,0.031,15.782679,0.002842,36,6759.46,22.2314,304.05,15.763762,0.004532,36,3776.73,10.8099,349.377,15.805104,0.004893,1.15,-0.041342,-0.018916,-0.022426,,,,,,,,,,,,,,,,,,,,,,,,15.7476,0.0023,15.7726,0.0033,115000,15.9409,0.0022,15.8574,0.0425,115000,16.1526,0.0004,16.1967,0.0019,115000,16.3228,0.0026,16.3769,0.0044,115000,16.4203,0.0055,16.5072,0.0088,115000,0.147113,J071725.96-101039.1,15.012,14.458,10.554,8.013,15.83,15.702,15.632,0.042,0.056,0.096,0.278,0.098,0.157,0.226,1092010701351047036,2.633859,12.272766,9.402777,5.7337575,0
1078, ,PN G225.2+00.1 ,PHRJ0714-1051,3047045306696310912,B,108.6202,-10.8622,0.65,20.97,1.04,2.95,-0.49,108.6202,-10.8622,Gaia DR3 3047045306696310912,108.6201834418,-10.86218775117,6.6692,10.5618,,,,,,,,20.977722,0.024258,4,30.3106,12.8335,2.36183,21.634558,0.459709,5,46.0569,19.0523,2.41739,20.589657,0.449151,0.998,1.044901,0.656836,0.388065,,,,,,,,,,,,,,,,,,,,,,,,21.5333,0.0742,21.2635,0.093,16892216,20.856,0.0432,20.6556,0.0864,16892216,20.5615,0.0228,20.6503,0.052,115000,20.3244,0.0544,20.3885,0.1207,115000,19.9507,0.3146,19.0666,0.0623,16892216,0.092422,J071428.85-105144.3,14.149,12.88,9.344,7.661,,,,0.041,0.034,0.046,0.228,,,,1092010701351013886,0.477337,9.061096,7.5650845,5.826432,-1
1089, ,PN G228.8+05.3 ,M1-17,3040003385691479424,B,115.0924,-11.5416,0.48,18.04,0.28,0.62,-0.05,115.0924,-11.5416,Gaia DR3 3040003385691479424,115.0923851498,-11.54160656699,3.4154,3.236,,,,,,,,18.039976,0.032,12,28220.7,779.318,36.2121,14.212123,0.030112,12,21220.4,293.41,72.3234,13.931009,0.015481,43.165,0.281114,-3.827853,4.108967,,,,,,,,,,,,,,,,,,,,,,,,14.0006,0.0598,13.6893,0.0002,16892216,14.1694,0.0144,13.6341,0.0015,16892216,15.6535,0.0387,14.9446,0.0023,16892216,15.7162,0.0391,14.828,0.0171,16892216,14.5503,0.0305,13.5967,0.0058,16892216,0.23324,J074022.19-113229.9,10.923,10.33,5.041,1.865,14.021,13.961,13.058,0.023,0.02,0.014,0.011,0.045,0.054,0.045,1143012201351054010,0.304899,10.881291,5.1896152,5.0546565,1
1094,*,PN G232.0+05.7 ,SaSt2-3,3029668728008670208,B,117.0153,-14.1279,0.12,13.66,0.11,0.35,-0.08,117.0153,-14.1279,Gaia DR3 3029668728008670208,117.01530279897,-14.12789254848,0.0154,0.0138,0.0865,0.0222,3.895,-0.597,0.02,0.745,0.017,13.663753,0.003506,43,53807.5,313.94,171.394,13.511435,0.006922,42,34492.5,191.671,179.957,13.403584,0.007119,1.369,0.107851,-0.152318,0.260169,,,,,,7999.9,7999.8,8000.0,3.4679,3.4676,3.4686,-1.6605,-1.6613,-1.66,4467.423,4464.05,4469.6284,0.0002,0.0,0.0004,0.0001,0.0,0.0002,13.5704,0.001,13.5756,0.001,115000,13.5638,0.001,13.5767,0.001,16892216,13.9664,0.0061,13.9469,0.0024,115000,14.1123,0.0039,14.0973,0.0084,115000,14.2301,0.0123,14.1449,0.0023,16892216,0.030852,J074803.67-140740.4,12.374,11.279,7.39,3.839,13.485,13.485,13.322,0.023,0.021,0.015,0.022,0.026,0.03,0.037,1163013701351000073,0.042855,12.412002,8.996205,5.573601,0
1100,*,PN G233.5-16.3 ,Abell15,2924036760440812160,A,96.7585,-25.3804,0.1,15.86,-0.49,0.14,-0.56,96.7585,-25.3804,Gaia DR3 2924036760440812160,96.75851131141,-25.38044974142,0.0254,0.035,0.1655,0.0422,3.9229,3.642,0.034,5.058,0.043,15.86109,0.00283,59,7219.27,18.6807,386.456,15.692308,0.00396,61,2678.65,10.2815,260.531,16.178104,0.005626,1.162,-0.485796,-0.168781,-0.317015,,,,,,17717.7,16829.5,18081.0,4.5646,4.5385,4.5774,-0.9213,-0.9786,-0.8299,12204.881,11719.772,12407.116,0.0074,0.0023,0.0182,0.004,0.0012,0.0098,15.687,0.0056,15.6491,0.0135,115000,16.134,0.0029,16.0199,0.004,115000,16.5215,0.0035,16.5171,0.0045,115000,16.8047,0.0049,16.828,0.005,115000,16.9984,0.014,17.0498,0.0137,115000,0.184538,J062702.10-252251.0,15.526,14.314,10.33,5.678,,,,0.036,0.041,0.065,0.052,,,,966025801351045639,1.857544,12.788102,8.975149,5.2521377,0
1105,*,PN G235.3-03.9 ,M1-12,2929602385226601344,B,109.8394,-21.7321,0.06,14.04,0.91,0.95,0.44,109.8394,-21.7321,Gaia DR3 2929602385226601344,109.83944648736,-21.73205052963,0.015,0.0203,0.2191,0.0281,7.8003,-1.186,0.024,1.27,0.027,14.043019,0.004234,48,63627.8,420.96,151.149,13.329425,0.007706,47,85620.6,213.97,400.152,12.416451,0.004653,3.282,0.912974,-0.713594,1.626569,,,,,,,,,,,,,,,,,,,,,,,,13.9252,0.0162,13.8627,0.0064,16892216,12.666,0.001,12.5511,0.001,16892216,13.7414,0.001,13.4797,0.001,16892472,13.4837,0.0145,13.3909,0.0083,16892216,13.2173,0.0131,12.9673,0.0046,16892216,0.234539,J071921.46-214355.3,8.988,7.824,3.019,-0.102,12.12,11.708,10.623,0.023,0.02,0.009,0.007,0.033,0.044,0.03,1097021301351005454,0.282781,10.436821,6.735069,5.1679974,1
1110, ,PN G236.9+08.6 ,PHRJ0809-1650,5721124453798128640,A,122.2561,-16.8339,0.64,17.57,-0.33,0.14,-0.41,122.2561,-16.8339,Gaia DR3 5721124453798128640,122.25611284166,-16.83391295646,0.0757,0.0596,0.273,0.1039,2.628,-2.183,0.127,0.28,0.095,17.570108,0.002954,44,1537.31,8.30038,185.21,17.37164,0.006492,43,656.138,9.91667,66.1651,17.705408,0.016839,1.242,-0.333769,-0.198469,-0.1353,,,,,,9830.9,9813.6,9854.2,4.6414,4.6395,4.6425,-2.1946,-2.4186,-2.1781,8858.156,8836.8,8863.435,0.0054,0.0014,0.0158,0.0027,0.0007,0.008,17.3585,0.0071,16.4736,0.0112,16892216,17.7274,0.0096,16.64,0.0415,16892216,18.1276,0.006,18.0298,0.0318,115000,18.3802,0.0097,18.3629,0.0252,115000,18.5294,0.02,18.3724,0.1005,16892216,0.071864,J080901.50-165001.9,16.112,14.188,10.326,5.523,,,,0.089,0.045,0.061,0.044,,,,1226016701351015042,0.649802,12.507558,8.431799,4.519241,0
1118, ,PN G238.9+07.3 ,Sa2-21,5713819779576751488,A,122.1844,-19.2338,0.63,19.53,-0.28,0.22,-0.4,122.1844,-19.2338,Gaia DR3 5713819779576751488,122.18439346238,-19.23380610247,0.2393,0.2219,0.1403,0.3962,0.3542,-2.694,0.385,1.789,0.335,19.530743,0.004606,39,360.075,20.889,17.2375,18.947561,0.063049,39,161.875,7.68616,21.0606,19.224949,0.051691,1.799,-0.277388,-0.583181,0.305794,,,,,,,,,,,,,,,,,,,,,,,,18.5011,0.0868,14.3045,0.0199,16777496,18.9715,0.0321,14.1899,0.0401,16777496,19.9057,0.0223,19.1204,0.1427,16777496,20.2123,0.052,19.5177,0.1031,16777496,19.8714,0.0726,,,280,0.026211,J080844.12-191402.6,15.956,14.744,9.772,6.71,,,,0.059,0.063,0.044,0.082,,,,1216019701351051906,2.123002,11.861659,7.3013253,4.421018,0
1120, ,PN G239.6-12.0 ,ESO427-19,5608770995551017600,A,103.801,-29.1247,0.39,20.2,-0.32,0.21,-0.44,103.801,-29.1247,Gaia DR3 5608770995551017600,103.80099029035,-29.12468327538,0.3313,0.3493,0.2932,0.4544,0.6453,-1.078,0.425,2.547,0.418,20.199247,0.005689,45,194.607,7.93322,24.5307,19.615643,0.044348,40,84.2721,6.0782,13.8646,19.933685,0.078401,1.779,-0.318043,-0.583605,0.265562,,,,,,,,,,,,,,,,,,,,,,,,19.0192,0.065,15.7222,0.0439,16892216,19.8118,0.0378,18.3594,0.0475,16892216,20.549,0.0343,19.868,0.0648,16892216,20.5204,0.1117,,,16892216,,,,,114720,0.18386,J065512.12-290728.8,12.274,11.739,8.16,5.45,,,,0.117,0.113,0.065,0.04,,,,1045028801351013675,1.485314,9.369431,6.8564663,5.261592,-1
1122,*,PN G240.3+07.0 ,Y-C2-5,5701379385324474240,A,122.6735,-20.5256,0.24,15.63,-0.39,0.09,-0.44,122.6735,-20.5256,Gaia DR3 5701379385324474240,122.67349783022,-20.52563787675,0.0298,0.0285,0.1541,0.046,3.3511,-1.563,0.038,0.815,0.039,15.627393,0.003302,52,13783.8,94.3536,146.087,14.99012,0.007939,53,5585.08,16.4573,339.368,15.380322,0.004952,1.833,-0.390203,-0.637273,0.24707,,,,,,7998.8,7994.8,7999.8,3.9172,3.914,3.9189,-2.7901,-3.3871,-2.3365,5326.0635,5314.2144,5337.1333,0.002,0.0003,0.0072,0.001,0.0001,0.0036,14.9211,0.0185,13.3579,0.004,16892216,15.4938,0.0211,14.2982,0.0022,16892216,16.0635,0.0087,15.2263,0.0032,16892216,16.2962,0.0254,15.4289,0.0118,16892216,16.2896,0.0635,15.1564,0.002,16892216,0.102313,J081041.73-203131.7,13.59,12.672,8.013,3.758,15.43,15.244,14.801,0.038,0.041,0.037,0.041,0.115,0.135,0.169,1226021301351058846,1.467617,12.8290615,8.157937,4.730262,0
1126, ,PN G242.6-04.4 ,PHRJ0732-2825,5611737443573911168,B,113.0731,-28.4216,0.83,18.44,0.94,0.91,0.49,113.0731,-28.4216,Gaia DR3 5611737443573911168,113.07313429327,-28.42161617081,0.0813,0.0992,-0.0364,0.1271,-0.2867,-1.055,0.109,2.225,0.145,18.44406,0.003115,54,452.619,7.67557,58.9687,18.699211,0.018622,51,624.641,7.2425,86.2467,17.75882,0.013144,1.365,0.940392,0.255152,0.68524,,,,,,5563.3,5550.4,5579.3,4.7616,4.7524,4.7675,-3.9785,-4.1164,-3.8429,2505.098,2489.335,2524.9314,0.2687,0.2537,0.281,0.1235,0.1166,0.1292,18.753,0.0084,18.2573,0.0129,16892216,18.2753,0.0077,16.6275,0.1193,16892216,18.236,0.0062,18.2829,0.0081,115000,18.1699,0.0066,18.2424,0.0168,115000,18.0297,0.0226,18.1645,0.0356,115000,0.126892,J073217.46-282518.6,14.813,13.52,10.23,8.288,,,,0.046,0.034,0.067,0.288,,,,1131028801351048217,1.380827,10.995784,8.628366,5.75328,-1
1689, ,PN G339.9+88.4 ,LoTr5,3958428334589607552,B,193.8905,25.8918,0.11,8.64,1.03,0.0,1.03,193.8905,25.8918,Gaia DR3 3958428334589607552,193.89048254951,25.89184384944,0.0414,0.0339,2.1981,0.0471,46.6788,-26.397,0.052,4.911,0.052,8.636563,0.002832,54,3237670.0,7221.19,448.357,9.06296,0.003694,54,4844420.0,7668.21,631.753,8.034791,0.004152,1.222,1.028169,0.426396,0.601772,-8.25,1.71,1.0,21.0,3.0,5638.3,5607.6,5709.1,2.9829,2.957,3.0284,-0.1267,-0.1315,-0.1238,402.424,380.4523,413.1552,0.3569,0.332,0.4104,0.1554,0.1443,0.1795,9.7565,0.1265,12.2752,0.0672,114744,9.5229,0.001,11.4794,0.001,114744,8.8304,0.0474,11.7227,0.0657,114744,8.4236,0.1,,,114736,,,,,0,0.293966,J125533.72+255330.6,6.768,6.754,6.689,6.577,7.37,6.947,6.855,0.068,0.02,0.016,0.069,0.027,0.051,0.024,1933125701351028779,0.214495,11.422071,9.608858,5.9881067,0
1827, ,PN G351.9+09.0 ,PC13,6031037577201941888,A,252.5711,-30.332,0.48,16.62,-0.11,0.87,-0.59,252.5711,-30.332,Gaia DR3 6031037577201941888,252.57114599488,-30.33202554293,0.0755,0.0356,0.1222,0.0819,1.493,-1.884,0.103,-3.113,0.063,16.616434,0.003635,32,6803.9,134.036,50.7616,15.756647,0.02157,31,3563.19,29.5802,120.459,15.868297,0.009774,2.439,-0.11165,-0.859787,0.748137,,,,,,,,,,,,,,,,,,,,,,,,16.0617,0.0035,13.9255,0.0013,16892208,16.47,0.0213,14.9786,0.0025,16892216,16.7595,0.0116,15.5159,0.0076,16892216,16.9786,0.0044,15.5395,0.0054,16892216,16.8077,0.025,15.4316,0.0059,16892216,0.21835,J165017.06-301954.6,13.085,12.317,6.991,2.878,,,,0.037,0.033,0.023,0.031,,,,2521030301351030724,0.528329,12.095518,7.3016696,4.4141545,0
1832, ,PN G352.3+12.2 ,MPAJ1640-2757,6032515045967171072,A,250.0438,-27.9593,0.17,18.61,0.05,1.4,-0.71,250.0438,-27.9593,Gaia DR3 6032515045967171072,250.04384897957,-27.95929738192,0.215,0.143,-0.6405,0.2487,-2.5758,-0.968,0.292,-2.842,0.224,18.605377,0.004507,31,1921.38,21.5054,89.3437,17.12951,0.012469,30,1168.0,9.86311,118.421,17.079285,0.009917,4.54,0.050226,-1.475866,1.526093,,,,,,,,,,,,,,,,,,,,,,,,17.0969,0.0383,16.6893,0.0042,16892216,17.4458,0.0089,17.1318,0.0039,16892216,18.1118,0.0103,17.7982,0.0105,16892216,18.1191,0.0326,17.8385,0.0219,16892216,17.5691,0.0401,17.2816,0.0221,16892216,0.198965,J164010.53-275733.3,15.078,14.242,9.085,5.529,16.79,16.699,15.09,0.059,0.065,0.04,0.051,0.162,0.301,,2501027301351006032,0.407524,12.351119,7.245085,5.017387,0
1843, ,PN G352.8+08.4 ,MPAJ1654-3000,6029558076932364672,A,253.7192,-30.0145,0.82,18.19,-0.08,0.83,-0.54,253.7192,-30.0145,Gaia DR3 6029558076932364672,253.71921837279,-30.01448284735,0.1584,0.0832,-0.0822,0.1636,-0.5024,-5.534,0.215,-4.308,0.134,18.187912,0.003262,31,875.747,7.94737,110.193,17.982595,0.01024,30,472.73,6.07061,77.8718,18.061363,0.014446,1.349,-0.078768,-0.205317,0.126549,,,,,,9995.3,9987.7,9998.8,4.5921,4.5888,4.5941,-1.2983,-1.3315,-1.2793,12843.675,12803.28,12886.856,0.0056,0.0014,0.0133,0.0028,0.0007,0.0068,18.0556,0.01,16.6547,0.0077,16892216,18.2458,0.0091,17.1287,0.0291,16892216,18.5547,0.0061,18.4611,0.0111,16892216,18.7585,0.0097,18.866,0.0126,16892216,18.8242,0.0497,18.9326,0.0754,115000,0.088987,J165452.59-300052.9,16.959,15.351,9.842,4.858,,,,0.211,0.145,0.074,0.029,,,,2539030301351045353,0.729263,12.433825,8.150082,4.418058,0
