recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,DR3Name,RAdeg,DEdeg,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),BP-RP_x,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,gmag_xa,e_gmag_x,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,AllWISE,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,angDist_xa,PC1,PC2,PC3,Label
755, ,PN G069.6-00.9 ,PM1-319,2054027397321560960,B,302.657,31.6325,0.3,21.23,1.93,8.66,-1.43,302.657,31.6325,Gaia DR3 2054027397321560960,302.65695181384,31.63247275315,6.2142,10.2865,,,,,,,,21.224512,0.023537,14,147.908,9.25671,15.9784,19.913565,0.068007,14,507.405,10.0623,50.4263,17.984509,0.02186,10.747,1.929056,-1.310947,3.240004,,,,,,,,,,,,,,,,,,,,,,,,20.7074,0.0402,20.8599,0.0566,115000,19.0782,0.0016,19.0258,0.0091,16892216,19.2595,0.0353,19.2673,0.0273,115000,18.3139,0.0199,18.2481,0.0166,16892216,17.0314,0.0165,17.0638,0.0086,115000,0.204993,J201037.67+313756.7,12.656,11.833,6.802,2.806,15.542,14.877,13.757,0.056,0.032,0.02,0.022,0.07,0.085,0.057,3035131801351012959,0.253785,7.682791,6.4411173,5.555013,4
756, ,PN G070.0+01.8a,IRAS19581+3320,2034409361147890432,B,300.0287,33.4836,0.07,15.5,2.3,3.4,0.8,300.0287,33.4836,Gaia DR3 2034409361147890432,300.02871110149,33.48358690783,0.0198,0.0255,0.0305,0.029,1.0539,-2.788,0.028,-4.487,0.033,15.500557,0.007206,46,3148.55,48.3528,65.1161,16.593267,0.016906,46,15140.5,326.372,46.3902,14.297547,0.023708,1.54,2.29572,1.09271,1.20301,,,,,,,,,,,,,,,,,,,,,,,,17.2116,0.0317,17.1232,0.0246,16892216,15.7624,0.0149,15.5956,0.0288,16892216,14.9129,0.0111,14.7736,0.0046,16892216,14.4101,0.0201,14.2952,0.0799,16892216,13.9953,0.0132,13.8836,0.0108,115000,0.065786,J200006.89+332900.8,8.067,7.069,4.259,2.135,12.151,10.794,9.695,0.023,0.021,0.019,0.015,0.036,,,3005133301351037367,0.11005,8.616408,8.282788,6.0536747,2
757, ,PN G070.2+02.2 ,IPHASJ195912.66+335003.9,2034477359075364992,B,299.8028,33.8344,0.04,20.29,1.61,2.59,0.37,299.8028,33.8344,Gaia DR3 2034477359075364992,299.80275257398,33.83439961307,0.3967,0.4268,-0.5573,0.5781,-0.9639,-1.821,0.575,-2.074,0.664,20.29026,0.006146,23,99.0644,7.46441,13.2716,20.34875,0.081857,23,252.666,5.91444,42.7203,18.741526,0.025694,2.44,1.607224,0.058489,1.548735,,,,,,,,,,,,,,,,,,,,,,,,20.6755,0.045,20.3089,0.0452,16892216,19.6386,0.0129,19.2438,0.023,16892216,19.542,0.0063,19.3967,0.0517,16892216,19.1429,0.0118,19.1199,0.0232,16892216,18.5836,0.0491,18.1643,0.1392,16892216,0.138651,J195912.66+335003.6,12.044,11.005,6.998,4.296,16.321,15.153,14.825,0.023,0.021,0.017,0.027,,,0.13,3005133301351059905,0.153472,8.457824,7.080336,5.8030443,4
760, ,PN G070.9+02.2 ,PM1-316,2058539140238094208,B,300.2205,34.4728,0.11,16.17,1.85,2.71,0.6,300.2205,34.4728,Gaia DR3 2058539140238094208,300.22047788514,34.47280034563,0.0283,0.0336,0.0919,0.0387,2.3745,-1.838,0.037,-3.133,0.041,16.174397,0.003853,46,2708.49,18.5428,146.067,16.756721,0.00794,46,8637.22,50.2954,171.73,14.90696,0.007366,1.777,1.849761,0.582325,1.267436,,,,,,,,,,,,,,,,,,,,,,,,17.3432,0.0061,17.357,0.0159,115000,15.8942,0.0146,15.8096,0.0038,16892216,15.5172,0.0112,15.4672,0.0076,115000,15.0962,0.0015,15.1005,0.0203,115000,14.7294,0.0015,14.7496,0.0096,115000,0.065799,J200052.92+342822.0,11.215,10.574,5.059,0.327,13.483,12.959,12.491,0.023,0.022,0.014,0.006,0.026,0.026,0.03,2996134801351020543,0.043501,8.780357,8.079577,4.857757,3
761,*,PN G071.3-00.6 ,IPHASXJ201339.0+331507,2055401576400630528,B,303.4126,33.2519,0.21,16.49,2.29,3.28,0.85,303.4126,33.2519,Gaia DR3 2055401576400630528,303.41263782208,33.25193940291,0.0284,0.0307,0.2286,0.0383,5.9774,-4.287,0.037,-6.494,0.038,16.491983,0.002856,59,1256.39,9.43883,133.108,17.590733,0.008621,56,5983.16,11.1147,538.309,15.305569,0.004284,1.519,2.285164,1.098749,1.186415,,,,,,6898.2,6893.6,6899.6,3.1597,3.1563,3.1658,-1.8461,-1.8943,-1.7798,3441.0837,3424.7632,3458.9744,4.5494,4.5377,4.5559,1.9406,1.936,1.943,18.2521,0.008,18.3011,0.0054,115000,16.6331,0.0023,16.397,0.013,16892216,15.9184,0.0044,15.9236,0.0047,115000,15.3263,0.002,15.3043,0.0026,115000,14.8799,0.0041,14.8484,0.0031,115000,0.188924,J201339.03+331507.1,11.469,10.888,6.406,2.109,13.293,12.589,12.167,0.022,0.021,0.016,0.015,0.029,0.033,0.028,3041133301351035272,0.309365,8.672759,8.415782,5.5423164,2
763, ,PN G071.6-02.3 ,M3-35,2054325021390284032,A,305.2657,32.49,0.15,16.64,1.34,3.43,-0.41,305.2657,32.49,Gaia DR3 2054325021390284032,305.26567607815,32.48997945647,0.2068,0.3319,1.0045,0.3072,3.27,-0.732,0.264,-4.949,0.351,16.640787,0.019455,17,18773.2,76.2641,246.161,14.654694,0.005219,19,37554.5,202.753,185.223,13.31124,0.006975,13.555,1.343453,-1.986094,3.329547,,,,,,,,,,,,,,,,,,,,,,,,14.891,0.0179,14.7717,0.0024,16892216,14.1615,0.0289,14.0173,0.0042,16892216,14.5168,0.0214,14.3125,0.0011,16892216,14.0146,0.0166,13.7607,0.0027,16892216,12.9021,0.0196,12.6648,0.0066,16892216,0.090189,J202103.76+322924.1,8.405,7.37,1.486,-1.02,11.844,11.277,10.105,0.025,0.021,0.043,0.011,0.023,0.026,0.023,3052131801351057590,0.143826,8.78784,5.3729324,5.402906,1
769, ,PN G073.0-02.4 ,K3-76,2055990571034870016,B,306.2703,33.5807,0.25,18.01,1.22,2.44,-0.02,306.2703,33.5807,Gaia DR3 2055990571034870016,306.27028702794,33.58067520977,0.0686,0.0863,0.187,0.1024,1.8267,-3.31,0.098,-3.926,0.102,18.005676,0.004334,49,917.944,11.2496,81.598,17.931501,0.013595,46,1640.15,5.7912,283.214,16.710688,0.005383,2.164,1.220814,-0.074175,1.294989,,,,,,,,,,,,,,,,,,,,,,,,18.3378,0.0228,17.0165,0.0082,16892216,17.7601,0.0121,16.4587,0.0053,16892216,17.4754,0.0088,16.6553,0.0058,16892216,17.1424,0.0086,16.3368,0.017,16892216,16.8661,0.014,15.7697,0.0215,16892216,0.086646,J202504.87+333450.2,12.41,11.556,6.221,2.445,15.173,14.945,14.107,0.024,0.022,0.014,0.019,0.072,0.12,0.09,3059133301351046026,0.278735,9.173733,7.456156,4.7620907,3
770, ,PN G073.4+01.5 ,IRAS20084+3604,2059170912744153216,B,302.5749,36.2192,0.79,16.61,2.24,2.85,1.01,302.5749,36.2192,Gaia DR3 2059170912744153216,302.57492627923,36.21923657318,0.0331,0.0356,0.1188,0.0434,2.7372,-2.973,0.04,-3.887,0.05,16.61138,0.002806,49,1074.79,5.60953,191.6,17.760235,0.006316,50,4911.93,7.98916,614.824,15.519766,0.004172,1.402,2.240469,1.148855,1.091614,,,,,,9525.9,9426.5,9653.9,3.7697,3.7339,3.7998,-0.7999,-0.8883,-0.7269,2818.6106,2697.6165,2967.778,5.1251,5.1073,5.1411,2.2723,2.2633,2.2811,18.2593,0.0055,18.3568,0.0088,115000,16.8751,0.0091,16.8288,0.0143,115000,16.0765,0.0005,16.1349,0.0036,115000,15.5205,0.0031,15.5421,0.0042,115000,15.1561,0.0027,15.1885,0.0054,115000,0.16499,J201017.97+361310.1,10.625,9.386,5.306,1.289,13.811,13.252,12.717,0.023,0.021,0.013,0.01,0.035,0.036,0.042,3021136301351027953,0.988678,8.395311,8.094117,5.7769046,2
780, ,PN G076.4+01.8 ,KjPn3,2061352305127905280,A,304.3144,38.8399,0.07,17.5,0.77,2.74,-0.67,304.3144,38.8399,Gaia DR3 2061352305127905280,304.31442449184,38.83992680486,0.0584,0.0674,0.2227,0.0761,2.9278,-0.56,0.08,-3.514,0.092,17.50431,0.003461,51,1106.89,9.93668,111.394,17.728281,0.010138,46,1302.88,11.4726,113.564,16.960636,0.01028,1.285,0.767645,0.22397,0.543674,,,,,,5929.0,5920.1,5939.9,4.6424,4.627,4.6506,-4.092,-4.1387,-3.9306,2550.0837,2524.0874,2599.4443,0.0033,0.0008,0.0077,0.0016,0.0004,0.0037,17.8416,0.0077,17.8871,0.0077,115000,17.2947,0.0047,17.3802,0.0047,115000,17.4882,0.0077,17.5319,0.0071,115000,17.4519,0.0111,17.3741,0.0254,16892216,17.2723,0.0139,17.2043,0.0131,115000,0.109955,J201715.47+385023.3,12.77,11.653,8.275,6.239,15.738,15.129,14.14,0.062,0.033,0.025,0.061,0.07,0.095,0.077,3038139301351002763,0.349376,10.615547,8.367874,5.7573867,-1
783, ,PN G077.5+03.7 ,KjPn1,2062501642691193984,A,303.1001,40.7581,0.17,19.67,0.99,2.48,-0.31,303.1001,40.7581,Gaia DR3 2062501642691193984,303.10008809351,40.75814553874,0.4949,0.4715,-1.6727,0.5449,-3.0698,0.651,0.555,-7.048,0.519,19.666306,0.009804,15,2418.69,76.3792,31.6669,16.879593,0.0344,16,3492.15,21.0684,165.753,15.890163,0.007562,23.079,0.989429,-2.786713,3.776142,,,,,,,,,,,,,,,,,,,,,,,,17.352,0.0712,16.1981,0.0045,16892216,16.6824,0.0361,15.9855,0.0054,16892216,17.4777,0.0178,16.4925,0.0098,16892216,16.6247,0.0564,15.8399,0.0044,16892216,15.7056,0.0644,14.5806,0.0089,16892216,0.231747,J201224.03+404529.2,11.355,10.124,5.374,2.207,14.604,14.143,12.93,0.023,0.02,0.014,0.016,0.046,0.049,0.033,3026140801351026363,0.149142,9.337328,5.1438904,5.233479,1
785, ,PN G078.3-02.7 ,K4-53,2063237383468307584,B,310.5672,37.6746,2.24,20.34,1.65,3.13,0.11,310.5672,37.6746,Gaia DR3 2063237383468307584,310.56720862911,37.67464734924,0.3959,0.4537,-0.6427,0.5527,-1.1628,-4.579,0.573,-3.703,0.597,20.342648,0.007421,40,97.4128,4.89174,19.9137,20.367002,0.054593,38,257.875,6.56659,39.2707,18.719374,0.027905,2.586,1.647629,0.024355,1.623274,,,,,,,,,,,,,,,,,,,,,,,,20.3231,0.0457,17.3354,0.0153,16892216,20.1957,0.0374,17.8653,0.0179,16892216,19.6748,0.0699,17.9278,0.1618,16892216,19.2439,0.038,17.7978,0.0302,16892216,,,,,114720,0.170004,J204216.02+374029.8,12.519,10.467,5.495,1.051,,,,0.05,0.022,0.015,0.014,,,,3107137801351016555,1.782382,8.343453,6.631303,5.326558,-1
786, ,PN G078.5+18.7 ,NGC6742,2131594128728400128,A,284.8327,48.4654,0.12,19.56,-0.56,0.14,-0.64,284.8327,48.4654,Gaia DR3 2131594128728400128,284.83271652259,48.46536888806,0.2824,0.2987,0.2429,0.2896,0.8387,-0.319,0.326,-4.246,0.347,19.55886,0.005917,30,437.226,27.33,15.9981,18.736776,0.067924,30,150.906,10.8119,13.9574,19.301132,0.077881,2.08,-0.564356,-0.822084,0.257729,,,,,,,,,,,,,,,,,,,,,,,,18.2133,0.0889,14.2816,0.0757,16892216,19.1694,0.0395,14.7759,0.0368,16892216,19.9217,0.0168,18.6533,0.0631,16892216,20.0382,0.0432,19.0325,0.0789,16892216,19.8321,0.0527,18.8666,0.2066,16892216,0.142136,J185920.03+482756.0,15.87,14.512,9.859,6.001,,,,0.061,0.04,0.035,0.039,,,,2857148401351037836,1.978649,11.806753,7.388776,4.503974,0
790, ,PN G079.9+06.4 ,K3-56,2081894618310233856,A,301.7307,44.2386,0.26,20.38,0.81,2.09,-0.29,301.7307,44.2386,Gaia DR3 2081894618310233856,301.73070349552,44.23855014286,0.5751,0.6373,0.6916,0.6993,0.989,-2.627,0.829,-4.78,0.859,20.38159,0.01058,15,714.809,13.4942,52.9716,18.203068,0.020686,15,878.868,9.09234,96.6603,17.388086,0.011851,12.025,0.814981,-2.178522,2.993504,,,,,,,,,,,,,,,,,,,,,,,,18.1755,0.0168,17.3445,0.0058,16892216,17.9223,0.0845,16.8849,0.0063,16892216,19.1195,0.046,17.6221,0.0523,16892216,18.4869,0.0339,18.0171,0.0337,16793912,17.5669,0.0169,16.4495,0.0227,16892216,0.210592,J200655.37+441417.7,13.34,11.906,8.162,3.878,15.973,14.895,14.689,0.032,0.033,0.037,0.028,0.101,,0.107,3017143901351035530,1.197759,10.198707,5.46771,5.0027742,1
794, ,PN G082.1+07.0 ,NGC6884,2082491657427348352,A,302.5985,46.461,0.31,16.53,-0.01,1.38,-0.77,302.5985,46.461,Gaia DR3 2082491657427348352,302.59850004481,46.46098456728,0.0969,0.1146,-0.4646,0.1192,-3.8979,-1.594,0.128,-5.46,0.142,16.532915,0.007329,28,95298.3,2036.46,46.7961,12.890829,0.023369,31,54592.0,458.535,119.058,12.905072,0.009872,32.658,-0.014243,-3.642086,3.627843,,,,,,,,,,,,,,,,,,,,,,,,12.6985,0.0,11.2662,0.0,16777496,13.799,0.0102,11.8712,0.0014,16777496,14.6848,0.0477,12.7493,0.0006,16777496,13.9947,0.1713,12.5988,0.0014,16777496,13.3539,0.0855,11.7084,0.0064,16777496,0.824359,J201023.66+462739.5,9.538,8.477,3.207,-0.192,11.535,11.255,10.66,0.022,0.019,0.013,0.005,0.028,0.021,0.026,3032146901351006529,0.232794,10.738296,5.4383698,5.150656,1
799,*,PN G083.9-08.4 ,K3-81,1964102533181902080,A,320.564,38.1209,0.11,15.72,-0.22,0.39,-0.44,320.564,38.1209,Gaia DR3 1964102533181902080,320.56403793062,38.1208804925,0.0265,0.0323,0.1705,0.0392,4.3485,-3.676,0.036,-4.004,0.039,15.721517,0.002931,54,8156.51,20.3816,400.189,15.559781,0.003892,55,3848.71,9.85044,390.714,15.784609,0.004691,1.239,-0.224828,-0.161736,-0.063092,,,,,,19790.5,19618.3,19966.4,4.4977,4.4953,4.4993,-1.1215,-1.234,-0.9923,13038.345,13015.745,13058.817,0.2143,0.2093,0.2188,0.1158,0.113,0.1183,15.5819,0.007,14.9209,0.0025,16892216,15.8928,0.0027,15.5037,0.0034,16892216,16.1784,0.0022,16.0351,0.013,115000,16.3905,0.0018,16.2472,0.0135,115000,16.5232,0.0045,16.2971,0.0153,115000,0.127779,J212215.38+380714.9,14.241,13.355,8.458,4.614,16.1,15.895,15.63,0.028,0.029,0.023,0.023,0.105,0.189,,3202137801351049460,0.423257,12.680559,8.525954,4.9758644,0
800, ,PN G084.2-04.2 ,K3-80,1969244880344005888,A,316.9153,40.9645,0.18,17.72,1.12,2.71,-0.28,316.9153,40.9645,Gaia DR3 1969244880344005888,316.91528121266,40.96453521188,0.0597,0.0656,0.1499,0.0803,1.8668,-5.556,0.088,-8.416,0.083,17.717209,0.003577,49,1159.94,8.28676,139.975,17.677452,0.008243,48,1892.32,6.54176,289.268,16.555407,0.005327,1.98,1.122046,-0.039757,1.161802,,,,,,,,,,,,,,,,,,,,,,,,17.984,0.0405,16.5397,0.0113,16892216,17.4121,0.0073,16.352,0.0086,16892216,17.2134,0.0107,16.6139,0.0026,16892216,17.017,0.009,16.324,0.004,16892216,16.7382,0.0301,15.7365,0.0091,16892216,0.14488,J210739.67+405752.1,12.845,12.027,6.831,2.702,15.057,14.725,13.594,0.024,0.022,0.014,0.016,0.067,0.081,,3164140801351029106,0.040223,9.559032,7.7408834,4.681725,-1
801,*,PN G084.6-07.9 ,Kn26,1965268354805776896,B,320.7889,38.97,0.89,17.14,0.09,0.39,-0.13,320.7889,38.97,Gaia DR3 1965268354805776896,320.78888417118,38.97003488171,0.0436,0.0499,0.4453,0.0631,7.0616,-3.3,0.059,-6.65,0.066,17.141235,0.003283,53,2093.66,11.216,186.667,17.03628,0.006451,54,1315.45,7.52424,174.829,16.950209,0.00727,1.301,0.086071,-0.104956,0.191027,,,,,,13695.8,13651.2,13742.8,4.4996,4.4989,4.5,-0.5465,-0.574,-0.518,12713.098,12705.395,12717.747,0.5319,0.5266,0.5383,0.2767,0.2739,0.28,17.0394,0.0161,16.5859,0.0127,16892216,17.1446,0.0085,16.1604,0.02,16892216,17.4093,0.0231,17.2351,0.0213,16892216,17.5821,0.013,17.4941,0.0168,16892216,17.5738,0.0055,17.3708,0.0341,16892216,0.137495,J212309.34+385812.4,13.963,12.73,9.851,7.381,,,,0.038,0.026,0.047,0.117,,,,3212139301351016873,0.467262,11.410334,8.484628,5.572548,-1
807, ,PN G086.5-08.8 ,Hu1-2,1965932567203447296,B,323.2846,39.636,0.45,17.42,0.29,0.69,-0.08,323.2846,39.636,Gaia DR3 1965932567203447296,323.28461433515,39.63597855077,0.1593,0.1751,-0.6144,0.2199,-2.7947,-2.299,0.202,-1.978,0.206,17.420303,0.00756,27,38385.6,1135.73,33.7983,13.878122,0.032245,27,29125.2,859.923,33.8696,13.587222,0.032278,33.308,0.2909,-3.542181,3.833081,,,,,,,,,,,,,,,,,,,,,,,,13.894,0.036,12.0525,0.0014,16892984,14.1691,0.0536,12.0448,0.0203,16892216,15.6407,0.0239,13.1883,0.0041,16892216,15.4522,0.082,13.101,0.0099,16793912,14.6019,0.0362,12.1228,0.0007,16892216,0.30159,J213308.28+393809.4,10.269,8.924,4.662,0.868,13.248,13.242,12.467,0.022,0.019,0.014,0.011,0.12,0.154,0.108,3232139301351045004,0.268766,10.789308,5.223162,4.9708557,1
808, ,PN G086.9-03.4 ,Ou5,1970016153397634048,B,318.5835,43.6933,0.08,18.57,0.79,1.45,0.04,318.5835,43.6933,Gaia DR3 1970016153397634048,318.58346443095,43.6933257127,0.0803,0.1061,-0.0128,0.1091,-0.1172,-2.664,0.104,-4.735,0.135,18.566797,0.029792,31,534.365,40.4927,13.1966,18.518948,0.082321,30,640.605,55.6943,11.5022,17.73142,0.09447,1.666,0.787527,-0.04785,0.835377,,,,,,,,,,,,,,,,,,,,,,,,18.2219,0.0155,17.6297,0.1714,16892216,18.6609,0.0395,16.7766,0.1038,16892216,18.4946,0.1011,17.8692,0.075,16892216,17.5702,0.0229,17.0158,0.0388,16892216,17.8424,0.037,17.3416,0.0828,16892216,0.146382,J211420.02+434134.3,13.86,13.292,7.806,4.319,15.054,14.582,14.496,0.025,0.027,0.019,0.019,0.05,0.068,0.108,3183143901351018749,1.548244,9.796616,7.5889025,4.7717314,3
810, ,PN G088.7+04.6 ,K3-78,2168422854828955776,B,311.3445,50.3777,0.24,20.43,1.38,1.75,0.54,311.3445,50.3777,Gaia DR3 2168422854828955776,311.34454155037,50.37772705818,0.8206,0.7062,1.7405,0.8229,2.1151,0.83,1.264,-2.667,1.064,20.434832,0.015044,23,877.523,26.2208,33.4667,17.980396,0.032562,23,1808.53,13.2394,136.602,16.604578,0.008801,21.286,1.375818,-2.454435,3.830254,,,,,,,,,,,,,,,,,,,,,,,,18.0703,0.0341,17.4399,0.0094,16892216,17.9905,0.1567,16.7877,0.0032,16892216,18.3449,0.0555,17.1034,0.0104,16892216,17.819,0.0477,16.4352,0.0093,16892216,16.5823,0.1232,15.3703,0.0114,16892216,0.177933,J204522.73+502239.6,12.223,11.281,5.426,1.98,14.796,14.477,13.354,0.023,0.021,0.014,0.008,0.046,0.062,0.054,3112149901351043280,0.565334,9.24313,5.292006,5.1252007,1
818,*,PN G091.0+20.0 ,WPS28,2239709863001566848,A,289.5996,59.9982,2.92,14.78,-0.45,0.0,-0.45,289.5996,59.9982,Gaia DR3 2239709863001566848,289.59957761252,59.99820198433,0.0325,0.0336,9.4395,0.0331,284.8421,14.314,0.044,-69.616,0.038,14.777987,0.00287,31,19174.6,37.379,512.978,14.631727,0.003502,29,7367.3,25.2185,292.138,15.079624,0.005301,1.149,-0.447897,-0.14626,-0.301637,,,,,,,,,,,,,,,,,,,,,,,,14.613,0.005,14.6596,0.0063,115000,15.0425,0.0023,15.0886,0.0031,115000,15.397,0.0027,15.4466,0.0019,115000,15.6811,0.0013,15.728,0.0032,115000,15.8803,0.0012,15.9354,0.0185,115000,0.223898,J191823.84+595953.3,15.635,15.554,12.566,8.636,15.453,15.635,15.429,0.033,0.062,0.24,0.192,0.05,0.113,0.187,2910160501351010806,0.454588,12.351562,9.560417,5.6863246,0
820, ,PN G091.6-04.8 ,K3-84,1977145043182913408,B,324.7042,46.0077,0.1,19.42,0.47,0.7,0.11,324.7042,46.0077,Gaia DR3 1977145043182913408,324.70415887768,46.00768299198,0.2572,0.4369,-0.9769,0.376,-2.5983,-2.557,0.381,-2.184,0.677,19.41987,0.021516,20,4172.77,114.042,36.5899,16.28748,0.029804,20,3742.93,30.8588,121.292,15.814867,0.009717,24.632,0.472612,-3.132391,3.605003,,,,,,,,,,,,,,,,,,,,,,,,16.9896,0.1047,15.4619,0.0024,16777496,15.9715,0.0502,14.6892,0.0097,16777496,18.054,0.1465,16.4736,0.0104,16777496,17.881,0.0423,16.4496,0.0128,16777496,17.0541,0.0357,15.6323,0.0342,16777496,0.178007,J213848.98+460027.6,12.543,11.706,7.778,4.796,15.734,15.076,14.067,0.023,0.021,0.016,0.029,0.097,0.104,0.075,3237145401351052280,0.271129,10.965645,5.4541283,4.8958774,1
821, ,PN G093.3-00.9 ,K3-82,2170991623233531264,B,322.7145,50.0023,0.46,19.18,1.41,2.62,0.1,322.7145,50.0023,Gaia DR3 2170991623233531264,322.71445542957,50.00233476147,0.1834,0.1618,-0.1186,0.2078,-0.5705,-3.606,0.252,-3.79,0.198,19.181702,0.00374,48,214.634,7.06005,30.4012,19.509295,0.035822,44,454.805,6.27589,72.4686,18.103333,0.015452,1.673,1.405962,0.327593,1.078369,,,,,,,,,,,,,,,,,,,,,,,,19.7096,0.0281,16.2658,0.0906,16892216,19.1141,0.0308,16.1366,0.0778,16892216,18.5968,0.011,18.5493,0.2714,16892216,18.4903,0.1072,,,16892216,18.4877,0.0593,,,16892216,0.158828,J213051.51+500007.5,12.294,10.988,5.703,1.748,,,,0.044,0.023,0.013,0.014,,,,3228149901351032002,0.788066,8.4689455,6.8517485,5.153945,-1
825,*,PN G094.0+27.4 ,K1-16,2160562927224840576,A,275.4671,64.3648,0.02,14.98,-0.56,0.09,-0.61,275.4671,64.3648,Gaia DR3 2160562927224840576,275.46708378269,64.36482360148,0.0357,0.0394,0.589,0.0351,16.7737,-3.478,0.047,-2.583,0.053,14.975928,0.002887,40,16700.4,44.6098,374.367,14.781722,0.004024,40,5771.26,29.3775,196.451,15.34472,0.006695,1.167,-0.562998,-0.194206,-0.368792,,,,,,,,,,,,,,,,,,,,,,,,14.8152,0.0063,14.842,0.0065,115000,15.2825,0.0019,15.3068,0.0034,115000,15.6829,0.0022,15.7249,0.005,115000,15.992,0.0046,16.0683,0.0075,115000,16.1901,0.0098,16.297,0.0141,115000,0.074386,J182152.13+642154.1,16.362,15.809,11.231,6.063,15.784,15.996,15.468,0.045,0.065,0.07,0.04,0.076,0.19,,2761165101351007887,0.874048,12.672596,9.387453,5.505479,0
827, ,PN G095.1+00.9 ,KKR62,2172642230692221312,B,322.6884,52.6971,3.14,20.42,2.39,2.3,1.44,322.6884,52.6971,Gaia DR3 2172642230692221312,322.68838626312,52.69713646235,0.421,0.5216,1.0605,0.5299,2.0011,-0.86,0.602,-2.207,0.724,20.421711,0.007112,27,29.1683,3.64126,8.01049,21.676266,0.135568,38,153.095,5.70515,26.8346,19.28549,0.040636,1.427,2.390776,1.254555,1.136221,,,,,,,,,,,,,,,,,,,,,,,,22.0765,0.185,,,115000,20.7173,0.0367,20.747,0.0422,115000,19.7765,0.0118,19.9557,0.0311,115000,19.2293,0.0153,19.3659,0.0517,115000,18.8957,0.0284,19.1055,0.0248,115000,0.142942,J213045.15+524148.3,15.03,14.178,10.325,7.068,,,,0.04,0.042,0.062,0.094,,,,3230153001351017274,1.359008,8.708711,8.531105,5.834703,2
828, ,PN G095.2+00.7 ,K3-62,2172595604536445184,B,322.9591,52.5643,0.15,18.66,1.64,2.96,0.2,322.9591,52.5643,Gaia DR3 2172595604536445184,322.95909870121,52.56431841339,0.2432,0.2424,0.2574,0.2424,1.0621,-1.195,0.281,-1.594,0.259,18.663305,0.005777,22,4012.76,61.919,64.8066,16.329933,0.016984,22,10588.8,42.4003,249.735,14.685777,0.005761,22.635,1.644156,-2.333372,3.977529,,,,,,,,,,,,,,,,,,,,,,,,17.1107,0.0343,16.5024,0.0026,16892216,15.8656,0.0576,15.2475,0.0032,16892216,16.371,0.0537,15.5661,0.004,16892216,15.7206,0.0449,14.8802,0.0038,16892216,14.8394,0.0455,13.8824,0.0134,16892216,0.080061,J213150.18+523351.6,9.642,8.5,3.035,-0.156,12.717,12.35,11.167,0.023,0.02,0.013,0.013,0.036,0.047,0.035,3230153001351018257,0.131845,8.590459,5.4240656,5.4539824,1
833, ,PN G096.3+02.3 ,K3-61,2177492137825896576,A,322.5031,54.4575,0.49,18.11,1.15,2.78,-0.29,322.5031,54.4575,Gaia DR3 2177492137825896576,322.50313276934,54.45754711359,0.096,0.0942,0.1079,0.1101,0.9795,-2.564,0.117,-1.594,0.116,18.107084,0.004725,49,1111.29,23.539,47.2105,17.723976,0.023166,49,1853.82,14.2648,129.957,16.577728,0.00917,2.754,1.146248,-0.383108,1.529356,,,,,,,,,,,,,,,,,,,,,,,,18.5031,0.0309,16.5525,0.0085,16892216,17.5062,0.0579,15.8552,0.0063,16892216,17.701,0.0079,16.3524,0.0074,16892216,17.1412,0.0289,15.7372,0.0132,16892216,16.5506,0.0537,14.7045,0.0128,16892216,0.192737,J213000.76+542727.2,11.959,11.042,5.598,2.588,15.195,15.23,13.855,0.024,0.02,0.014,0.012,0.103,0.167,0.1,3217154501351027577,0.298121,9.019174,7.0409365,4.9720964,4
