recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP_x,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,gmag_xa,e_gmag_x,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,AllWISE,RAJ2000_xa,DEJ2000_xa,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA_x,e_pmRA_x,pmDE_x,e_pmDE_x,d2M,angDist_xa
147," ","PN G004.3+02.1 ",K5-17,4068510339301899264,B,266.8832,-24.2188,0.87,19.71,0.93,4.6,-1.22,266.8832,-24.2188,Gaia DR3 4068510339301899264,266.8831677938,-24.21878859932,0.001,0.001,80.0,1636148068921376768,4068510339301899264,557269767,0.7648,0.6108,,,,,,,,,0.0857,,,,,,,,,,232,0,231,1,4.6323,338.61,3.11,5.8517,3,false,,,,,,,,,26,16,1.498514,26,0.2535,168.2,0,0,,0,227,245.03782,2.65269,92.3734,19.714285,0.012072,10,2018.35,58.5432,34.4762,17.076054,0.031616,9,2753.73,31.27,88.0628,16.148092,0.012895,19.475,0,10,0,9,0,0.927961,-2.638231,3.566193,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.004249,0.036993,0.958758,,,,,,,,,,,,,,,,,,,,,,,266.8831677938,-24.21878859932,0.764822,0.610822,0.0857,0.113424,78932668832287828,266.88317936,-24.21878198,0.052,0.033,90.0,444915712,53,56153.43295139,4,68,17.2251,0.0225,16.8088,0.0054,16892216,17.1196,0.0169,16.5896,0.0124,16777496,17.6649,0.0075,17.2589,0.0054,16892208,17.3375,0.0045,16.8197,0.0279,16892216,16.2275,0.0297,15.7751,0.0472,16892216,0.09381,J174731.98-241308.1,266.8832709,-24.2189436,0.0556,0.0502,3.4,12.274,12.293,6.163,2.467,,,,0.109,0.059,0.018,0.018,,,,2675024301351036850,00dh,1,2000,AAAA,8003,123,7814,134,,0.566882
149," ","PN G004.3-01.4 ",PPAJ1801-2553,4064173590585927296,B,270.3288,-25.8892,0.13,18.72,2.6,4.62,0.52,270.3288,-25.8892,Gaia DR3 4064173590585927296,270.32875254293,-25.88917792126,0.0,0.0,55.0,1636148068921376768,4064173590585927296,224484979,0.256,0.2183,0.0573,0.3066,0.1869,7.569,-3.334,0.303,-6.795,0.219,0.4247,-0.3265,-0.1103,-0.3311,-0.4484,-0.118,-0.5861,-0.3027,0.287,0.3156,253,0,252,1,1.5377,365.98,1.069,4.1023,95,false,,1.1285,0.0632,-0.069,-0.17,0.172,-0.139,-0.029,29,16,0.448447,29,0.06618,8.525,2,0,1.069,0,247,614.73806,2.24384,273.967,18.715641,0.004827,26,301.548,9.38281,32.1383,19.140152,0.033898,25,1919.08,15.6494,122.63,16.540161,0.009627,3.612,0,19,0,25,0,2.599991,0.424511,2.17548,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,270.32876901363,-25.88914772004,4.883152,3.639714,0.3271,0.173035,76932703287043370,270.32875202,-25.88917953,0.033,0.025,0.0,444915712,53,55936.1371875,5,52,20.8953,0.0727,20.8107,0.0797,115000,18.3869,0.0283,17.6477,0.0846,16892216,17.8452,0.0312,17.3352,0.0115,16892216,16.8929,0.0368,16.3428,0.0202,16892216,16.1445,0.0578,15.1442,0.0293,16892216,0.171981,J180118.90-255320.5,270.3287607,-25.8890356,0.0578,0.0386,156.7,12.098,12.051,6.266,1.774,,,,,0.256,0.019,0.019,,,,2700025801351029081,HHdH,1,nnnn,UBAA,887,111,-5005,130,,0.605404
153," ","PN G004.6+06.0 ",H1-24,4117684244606678400,B,263.4066,-21.7736,0.24,17.6,1.27,2.12,0.21,263.4066,-21.7736,Gaia DR3 4117684244606678400,263.40657205571,-21.77358306717,0.0,0.0,69.0,1636148068921376768,4117684244606678400,513638851,0.1352,0.096,0.0483,0.1496,0.323,9.415,-4.272,0.152,-8.389,0.107,0.3054,-0.0041,-0.2428,-0.3931,-0.2419,-0.3023,-0.5493,-0.2706,0.2719,0.1938,217,0,214,3,-2.1592,172.28,0.0,0.0,95,false,,1.4877,0.028,0.068,0.212,-0.221,0.054,-0.272,25,13,0.225109,26,0.006054,38.51,0,0,0.894,0,205,1715.14857,9.728,176.311,17.601612,0.006746,22,3622.27,90.6599,39.9545,16.44109,0.027317,24,6742.23,57.2041,117.863,15.175886,0.009957,6.043,0,0,0,0,0,1.265203,-1.160522,2.425726,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,263.40659250333,-21.77354578162,2.4712,1.768294,0.223,0.111551,81872634065982078,263.40657316,-21.77358546,0.05,0.008,0.0,512024576,61,55800.9399537,5,66,17.3206,0.0262,16.2505,0.0019,16892216,15.9831,0.0616,14.9676,0.0119,16892216,16.6197,0.0285,15.6282,0.012,16892216,16.5195,0.0156,15.2621,0.0076,16892216,15.3517,0.0499,14.2002,0.0129,16892216,0.103882,J173337.57-214625.3,263.406583,-21.7736966,0.0336,0.0321,144.3,12.198,11.166,5.287,1.692,14.322,14.112,13.136,0.035,0.028,0.012,0.011,0.064,0.083,0.059,2631021301351002697,0hHH,1,00nn,AAAA,-376,58,157,61,0.327,0.352405
154," ","PN G004.7-11.8 ",Hen2-418,6737374120482481024,A,281.0608,-30.3271,0.62,15.57,-0.28,0.41,-0.51,281.0608,-30.3271,Gaia DR3 6737374120482481024,281.06080188104,-30.32708152357,0.0,0.0,71.0,1636148068921376768,6737374120482481024,1334265861,0.0395,0.0349,0.1023,0.047,2.1762,8.906,-6.063,0.052,-6.524,0.041,0.0999,0.1507,-0.2356,-0.1361,-0.2353,-0.0925,-0.3503,-0.3766,0.2969,0.0101,214,0,214,0,-1.555,299.44,0.182,3.6078,31,false,1.852,,,,,,,,24,15,0.074277,25,0.06971,1.059,0,0,0.923,0,212,11137.87301,10.0671,1106.36,15.570361,0.002925,24,9713.71,35.8336,271.078,15.370079,0.004881,22,4358.36,11.8655,367.314,15.649588,0.004798,1.263,0,1,0,0,0,-0.279509,-0.200282,-0.079226,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,5.0E-5,19711.6,19699.8,19718.9,4.3738,4.3588,4.3857,-0.2843,-0.3281,-0.2259,16720.121,16350.1045,17219.54,0.1253,0.1227,0.1281,0.1263,0.1237,0.1291,0.0681,0.0666,0.0696,A,281.06083310023,-30.3270525282,0.844693,0.668161,0.021,0.066771,71602810606978126,281.06081707,-30.32707747,0.011,0.01,90.0,243589120,29,56339.68831019,6,24,15.3405,0.0264,14.3269,0.0334,16793904,15.7469,0.005,15.2529,1.0E-4,16793912,16.0845,0.0,15.8518,0.0,16875832,16.2818,0.0336,16.0385,0.061,16793912,16.4184,0.0144,16.1884,0.009,16793912,0.096913,J184414.47-301938.3,281.0603027,-30.3273282,0.0996,0.0713,56.9,14.594,13.59,9.383,4.64,16.107,14.913,14.293,0.049,0.047,0.058,0.047,0.14,,,2817030301351040211,0000,0,nnnn,AAAA,1378,157,1859,160,2.005,1.750005
157," ","PN G004.8-05.0 ",M3-26,4052445920552115200,A,274.0477,-27.2494,0.63,17.8,0.32,1.13,-0.29,274.0477,-27.2494,Gaia DR3 4052445920552115200,274.04765696186,-27.24941262739,0.0,0.0,56.0,1636148068921376768,4052445920552115200,498996356,0.1275,0.12,-0.1938,0.1515,-1.2792,6.864,-4.757,0.159,-4.948,0.124,0.1501,0.0559,-0.1784,-0.0089,-0.466,0.0345,-0.4672,-0.1764,0.2537,0.1824,207,0,205,2,-0.6876,199.74,0.0,0.0,95,false,,1.6368,0.0345,-0.131,0.107,-0.17,-0.116,-0.285,24,17,0.226386,25,0.1253,178.8,0,0,0.964,0,205,1424.79533,7.40415,192.432,17.802986,0.006279,15,3780.79,34.8119,108.606,16.394587,0.010379,17,2957.73,35.2571,83.8905,16.070498,0.013483,4.729,0,15,0,17,0,0.324089,-1.4084,1.732489,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.001143,0.998857,,,,,,,,,,,,,,,,,,,,,,,274.04768074498,-27.24939063786,2.56362,2.04707,0.1742,0.14505,75302740477971178,274.0476835,-27.24938716,0.037,0.021,90.0,444915712,53,55955.87388889,3,37,16.7063,0.0211,14.4239,0.0071,16892216,16.7163,0.0092,14.5995,0.0138,16892208,17.6165,0.0089,15.4228,0.0186,16892208,17.825,0.0069,15.554,0.0282,16793904,17.4371,0.0345,14.673,0.029,16793912,0.070181,J181611.44-271458.2,274.0476861,-27.249511,0.0421,0.0389,163.6,12.425,11.764,5.83,3.041,,,,0.048,0.036,0.015,0.015,,,,2738027301351029696,00o0,1,1200,AAAA,4212,126,2300,162,,0.402081
159," ","PN G004.9-04.9 ",M1-44,4052553741216415232,B,274.0723,-27.0763,0.06,14.98,0.68,1.22,0.05,274.0723,-27.0763,Gaia DR3 4052553741216415232,274.07228675313,-27.07632973023,0.0,0.0,68.0,1636148068921376768,4052553741216415232,76488087,0.0357,0.0316,0.0576,0.0403,1.4279,8.332,-2.12,0.05,-8.057,0.034,0.1219,-0.1823,-0.057,0.1836,-0.4294,0.3042,-0.3388,-0.1223,0.1739,0.016,203,0,203,0,-0.5173,315.82,0.071,0.65718,95,false,,1.6406,0.0085,-0.041,-0.134,0.102,-0.241,-0.044,23,15,0.069621,25,0.1279,0.3305,41,0,0.972,0,210,19103.72775,50.2243,380.368,14.984571,0.003967,22,21438.6,243.004,88.2231,14.510553,0.012619,21,23298.6,167.38,139.196,13.829569,0.008667,2.342,0,22,0,21,0,0.680984,-0.474018,1.155003,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.00656,0.992155,1.9E-5,,,,,,,,,,,,,,,,,,,,,,,274.07229733753,-27.0762939199,0.797235,0.548189,-0.0096,0.115144,75502740723078866,274.0722856,-27.07632338,0.08,0.028,0.0,444915712,53,55937.5359838,5,56,14.9372,0.0206,14.8275,0.0049,16892216,14.4317,0.0386,13.3606,0.0069,16892216,14.8826,0.0297,,,16892208,14.8312,0.0171,14.3872,0.0584,16892208,14.6652,0.0475,14.0418,0.1629,16892216,0.095994,J181617.34-270433.0,274.0722528,-27.0758497,0.0341,0.0319,13.9,8.951,8.935,4.835,1.972,10.19,9.555,9.405,0.031,0.026,0.013,0.015,0.024,0.026,0.026,2738027301351047774,ddhh,1,4323,AAAA,155,72,4516,41,2.508,1.628097
160," ","PN G005.0+03.0 ",Pe1-9,4068846235848254208,B,266.4032,-23.0406,1.02,19.01,1.23,2.37,0.03,266.4032,-23.0406,Gaia DR3 4068846235848254208,266.40315461874,-23.04064412639,0.008,0.001,51.0,1636148068921376768,4068846235848254208,925531283,6.0418,4.9481,,,,,,,,,0.9753,,,,,,,,,,303,0,296,7,70.6855,7490.3,9.941,306.13,3,false,,,,,,,,,35,12,11.784312,37,0.7529,145.8,17,5,,0,298,468.27419,5.82182,80.4343,19.011116,0.013777,31,377.453,11.7205,32.2046,18.896385,0.033829,29,678.503,19.7693,34.321,17.669016,0.03186,2.255,0,18,0,18,0,1.227369,-0.114731,1.3421,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,2.06E-4,9.23E-4,0.998871,,,,,,,,,,,,,,,,,,,,,,,266.40315461874,-23.04064412639,6.041821,4.948146,0.9753,0.218717,80352664032401652,266.40315848,-23.04064205,0.029,0.013,0.0,444915712,53,56058.94099537,5,55,19.3297,0.0065,17.8206,0.0699,16892216,18.5722,0.0217,16.1782,0.0471,16892216,18.3716,0.0025,18.1487,0.0751,16892216,18.0412,0.0137,17.9353,0.0551,16892208,17.7835,0.0223,16.9979,0.1006,16892216,0.204537,J174536.77-230226.4,266.4032212,-23.0406901,0.0685,0.0589,175.8,13.782,13.541,7.108,4.562,,,,0.323,0.249,0.02,0.028,,,,2671022801351012931,ddo0,1,0000,BBAA,1797,581,1028,678,,0.331996
161," ","PN G005.0+04.4 ",H1-27,4117160975714894848,B,265.0748,-22.3217,0.59,17.03,1.32,2.26,0.19,265.0748,-22.3217,Gaia DR3 4117160975714894848,265.07477016231,-22.32172560537,0.061,0.019,52.0,1636148068921376768,4117160975714894848,358110360,49.6378,40.2464,,,,,,,,,0.8228,,,,,,,,,,102,0,102,0,379.2888,681410.0,79.676,48290.0,3,false,,,,,,,,,12,5,266.7701,12,0.2523,57.23,55,0,,0,102,2897.00577,79.765,36.3193,17.032494,0.030021,9,7630.25,112.881,67.5958,15.632195,0.016303,9,14920.0,65.9923,226.087,14.313473,0.006111,7.784,0,9,0,6,0,1.318723,-1.400298,2.719021,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,6.18E-4,7.5E-5,0.988263,,,,,,,,,,,,,,,,,,,,,,,265.07477016231,-22.32172560537,49.63781,40.246433,0.8228,0.135539,81212650747874305,265.07476897,-22.3216938,0.005,0.005,90.0,512024576,61,55851.23121528,5,72,15.925,0.0117,15.8617,0.0077,16892216,15.0109,0.014,14.943,0.0041,16892216,15.7331,0.0101,15.6524,0.0125,16892216,15.0733,0.0058,15.0273,0.0106,16892208,13.7364,0.0296,13.6474,0.0072,16892216,0.10572,J174017.92-221918.6,265.0746963,-22.321837,0.0324,0.0298,150.2,10.46,9.87,4.36,0.598,13.852,13.547,12.465,0.027,0.022,0.014,0.011,0.049,0.065,0.03,2655022801351040662,000h,1,4400,AAAA,-2593,42,-201,40,0.667,0.602107
164," ","PN G005.1+01.7 ",MGE005.1020+01.7969,4068603694671339648,B,267.6274,-23.6402,0.97,20.4,2.24,3.47,0.68,267.6274,-23.6402,Gaia DR3 4068603694671339648,267.62735764341,-23.64023762152,0.001,0.001,59.0,1636148068921376768,4068603694671339648,655131171,0.9995,0.7691,1.2376,1.0191,1.2144,0.156,0.087,1.104,-0.129,0.732,0.5161,-0.3696,-0.1383,-0.387,-0.2376,-0.296,-0.804,-0.2561,0.1365,0.4549,374,0,370,4,3.9715,512.74,3.318,4.2286,95,false,,1.387,0.171,0.001,0.057,0.22,-0.16,-0.211,43,15,1.704526,43,0.1057,58.98,0,0,1.15,0,368,130.32046,0.991102,131.49,20.399836,0.008705,16,56.236,6.65354,8.45204,20.963507,0.128489,18,256.043,13.7768,18.5851,18.727114,0.058542,2.396,0,0,0,0,0,2.236393,0.563671,1.672722,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999969,,,,,,,,,,,,,,,,,,,,,,,267.62735722021,-23.64023704854,17.837189,12.338986,0.4685,0.194566,79632676273902077,267.62733935,-23.64023299,0.088,0.014,90.0,302309376,36,56340.12291667,0,8,,,,,0,20.5403,0.0432,20.5522,0.143,16777496,19.6628,0.0235,19.6306,0.0948,272,19.098,0.0292,,,280,,,,,0,0.232619,J175030.37-233824.0,267.6265537,-23.6400164,0.1355,0.1251,159.3,11.824,12.825,10.365,4.941,13.238,12.16,11.822,0.078,0.078,0.133,0.037,0.05,0.064,0.045,2675024301351058106,00h0,1,3400,AABA,-1732,170,-297,177,0.315,2.86837
165," ","PN G005.1+02.6 ",PHRJ1747-2311,4068784182129661184,B,266.8776,-23.197,1.3,19.5,1.13,2.13,0.05,266.8776,-23.197,Gaia DR3 4068784182129661184,266.87758409834,-23.1970106752,0.003,0.0,51.0,1636148068921376768,4068784182129661184,272153987,2.3588,1.8886,,,,,,,,,0.982,,,,,,,,,,280,0,277,3,5.1476,409.72,1.741,4.9124,3,false,,,,,,,,,32,11,4.475526,32,0.07509,7.967,0,0,,0,277,296.92701,1.19853,247.742,19.505743,0.005177,16,161.317,7.35657,21.9283,19.819342,0.049592,17,265.632,19.9794,13.2953,18.687197,0.081751,1.438,0,13,0,15,0,1.132145,0.313599,0.818546,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.001075,2.4E-4,0.998121,,,,,,,,,,,,,,,,,,,,,,,266.87758409834,-23.1970106752,2.35884,1.888605,0.982,0.065158,80162668775593924,266.87757951,-23.19700711,0.019,0.011,90.0,436527104,52,56248.87092593,3,44,20.0643,0.0377,20.0039,0.0802,115000,19.6573,0.0297,19.4556,0.0715,16777496,19.9871,0.1293,19.677,0.0357,16696,20.3248,0.0082,19.821,0.097,16696,,,,,114720,0.072471,J174730.74-231147.5,266.8780848,-23.19655,0.1797,0.1554,2.8,14.578,15.404,9.508,7.151,,,,,,0.051,0.178,,,,2671022801351009616,0000,0,nn00,UUAB,997,536,29,600,,2.279793
166," ","PN G005.1+03.2 ",PHRJ1745-2254,4068851428434055040,B,266.3208,-22.9162,0.33,18.44,1.49,2.53,0.26,266.3208,-22.9162,Gaia DR3 4068851428434055040,266.32076272396,-22.9161912933,0.0,0.0,61.0,1636148068921376768,4068851428434055040,985779286,0.1705,0.134,-0.0982,0.1754,-0.5599,8.247,-3.571,0.233,-7.433,0.143,0.3989,-0.0317,-0.1362,-0.178,-0.2475,-0.1865,-0.6883,-0.1011,0.2733,0.4709,393,0,389,4,2.2437,462.62,0.404,1.0989,95,false,,1.4747,0.0339,-0.002,-0.028,0.024,-0.02,-0.104,45,18,0.343957,45,0.07976,0.2804,12,0,1.081,0,387,789.69256,1.55549,507.681,18.443722,0.003488,42,491.487,9.12933,53.836,18.609762,0.02036,42,1127.58,15.5734,72.4042,17.117525,0.015464,2.05,0,42,0,42,0,1.492237,0.16604,1.326197,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0E-6,0.999999,,,,,,,,,,,,,,,,,,,,,,,266.32077995367,-22.91615825594,3.749001,2.376153,0.4682,0.127515,80502663208510801,266.32076718,-22.91619856,0.063,0.052,0.0,444915712,53,56019.19489583,5,62,19.0182,0.0083,18.9744,0.0237,16892208,18.2693,0.0145,18.1327,0.0272,16892216,17.8643,0.0356,17.5665,0.0337,16892216,17.4626,0.0055,17.2945,0.0308,16892216,17.3066,0.0156,17.2206,0.0094,16892216,0.10895,J174516.91-225458.2,266.3204933,-22.916192,0.1684,0.1465,1.6,14.292,15.3,9.379,6.237,,,,0.278,,0.048,0.057,,,,2671022801351013495,DDh0,0,nn00,BUAA,-71,583,-2156,631,,1.017252
167," ","PN G005.1-03.0 ",H1-58,4064833739880077952,B,272.3076,-26.0414,0.11,15.36,1.73,2.29,0.68,272.3076,-26.0414,Gaia DR3 4064833739880077952,272.30763194967,-26.04137711963,0.0,0.0,85.0,1636148068921376768,4064833739880077952,701162535,0.2212,0.1986,-0.2447,0.2999,-0.8158,11.076,-9.057,0.28,-6.375,0.212,0.0182,0.0311,-0.0523,-0.0932,-0.4971,0.0024,-0.5265,-0.2878,0.5031,-0.1154,184,0,184,0,21.9729,5935.6,1.684,267.36,95,false,,1.1911,0.0497,-0.111,0.184,-0.118,0.058,-0.26,21,13,0.402379,23,0.01902,128.9,0,0,2.365,0,195,13487.9862,69.2467,194.782,15.362499,0.006218,23,8104.16,51.5601,157.179,15.566772,0.00745,22,23091.7,74.5158,309.889,13.839257,0.005154,2.313,0,23,0,17,0,1.727514,0.204272,1.523242,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999906,,,,,,,,,,,,,,,,,,,,,,,272.30767675228,-26.04134878659,4.49338,3.492985,-0.107,0.132152,76752723077090697,272.30764089,-26.04137139,0.003,0.003,90.0,503635968,60,56023.1977662,5,89,16.6683,0.0101,16.7227,0.0178,115000,14.5955,0.006,14.597,0.0026,16892216,14.7958,0.0023,14.7517,0.0116,16892216,14.4417,0.0027,14.4303,0.0058,16892216,13.6326,0.0166,13.6099,0.0032,16892216,0.167633,J180913.83-260228.8,272.3076653,-26.0413462,0.0354,0.0307,144.9,10.591,9.98,3.56,-0.111,13.124,12.882,12.097,0.03,0.024,0.014,0.01,0.021,0.033,0.023,2716025801351022698,ddhh,1,2210,AAAA,1728,40,-4359,44,0.083,0.286705
168," ","PN G005.1-08.9 ",Hf2-2,4048497024309080064,A,278.1287,-28.7223,0.98,17.16,-0.01,0.46,-0.26,278.1287,-28.7223,Gaia DR3 4048497024309080064,278.12874822153,-28.72232700601,0.0,0.0,49.0,1636148068921376768,4048497024309080064,54211539,0.0764,0.0725,0.284,0.0858,3.3087,6.534,-1.66,0.094,-6.32,0.076,0.3335,-0.0957,-0.1688,-0.1744,-0.4207,-0.1203,-0.3924,-0.0632,0.1401,0.303,212,0,210,2,-0.609,209.55,0.0,0.0,31,false,1.793,,,,,,,,25,17,0.140631,25,0.1413,174.4,0,0,0.968,0,211,2587.6067,13.6605,189.422,17.15512,0.00636,24,2234.29,42.9685,51.9984,16.965693,0.021066,23,1281.43,20.6765,61.9752,16.97866,0.017922,1.359,0,0,0,0,0,-0.012968,-0.189428,0.17646,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999998,14193.7,14133.6,14221.3,4.475,4.4731,4.4761,-0.3954,-0.3982,-0.3903,15331.328,15252.249,15385.644,0.3655,0.3595,0.3715,0.3577,0.352,0.3635,0.1918,0.1887,0.1949,A,278.12875663253,-28.72229891842,1.514475,1.245007,0.3093,0.180633,73532781288053537,278.12874793,-28.72232422,0.027,0.023,0.0,444915712,53,55902.38412037,5,61,17.0006,0.0093,14.946,0.0024,16892216,17.1301,0.005,14.124,0.0262,16892216,17.4332,0.021,16.9986,0.0417,16892216,17.7797,0.0187,17.5842,0.0857,16892216,17.7616,0.0216,17.4974,0.0845,16892216,0.174641,J183230.94-284321.0,278.1289306,-28.7225016,0.0483,0.0446,7.7,14.568,13.244,7.094,3.431,,,,0.047,0.037,0.017,0.022,,,,2777028801351029660,0000,1,0010,AAAA,799,196,-56,221,,1.027845
169," ","PN G005.2+04.2 ",M3-13,4117171700355196672,B,265.4025,-22.2175,0.5,16.82,1.29,1.84,0.4,265.4025,-22.2175,Gaia DR3 4117171700355196672,265.40249560834,-22.21749684952,0.0,0.0,71.0,1636148068921376768,4117171700355196672,748801023,0.1246,0.0931,0.1434,0.1429,1.0038,5.213,-3.871,0.165,-3.492,0.098,0.2353,-0.0272,-0.1331,-0.1137,-0.2223,-0.1261,-0.723,-0.1884,0.3073,0.2833,368,0,364,4,16.8666,1155.3,0.842,25.948,95,false,,1.3466,0.0258,0.04,0.121,-0.142,0.085,-0.264,42,19,0.235154,42,0.04741,10.35,0,0,1.691,0,346,3525.07913,19.9016,177.125,16.819445,0.006721,40,2529.21,39.9209,63.3556,16.83108,0.017363,40,4829.89,52.9267,91.2563,15.538053,0.012484,2.088,0,35,0,38,0,1.293027,0.011635,1.281392,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,2.6E-5,0.999817,,,,,,,,,,,,,,,,,,,,,,,265.4025141914,-22.21748132769,2.659711,1.630253,0.2823,0.018516,81332654025549354,265.40250108,-22.21749326,0.04,0.013,90.0,512024576,61,55990.57390046,5,52,17.9514,0.0076,17.3307,0.0163,16892216,15.9016,0.019,15.4516,0.0355,16892216,17.2071,0.0085,17.035,0.0087,16892216,16.3877,0.0121,16.3337,0.0672,16892216,16.343,0.0078,16.2652,0.0337,16892216,0.02453,J174136.60-221303.0,265.4025095,-22.2175001,0.0255,0.0209,139.4,8.291,6.728,3.807,1.41,13.92,12.398,10.577,0.022,0.019,0.01,0.008,0.077,0.094,0.031,2655022801351056564,00pp,0,0010,AAAA,-211,35,-120,32,0.222,0.031499
170," ","PN G005.2+05.6 ",M3-12,4118053199384406144,B,264.0943,-21.5201,0.19,18.74,0.69,1.56,-0.13,264.0943,-21.5201,Gaia DR3 4118053199384406144,264.09431409669,-21.5201147272,0.0,0.0,76.0,1636148068921376768,4118053199384406144,1200977945,0.2263,0.1684,-0.1029,0.2635,-0.3908,5.486,-4.379,0.294,-3.305,0.16,0.1629,-0.2181,0.0144,0.0183,-0.2979,0.0348,-0.7568,-0.2182,0.3007,0.2676,511,0,507,4,1.4479,570.03,0.421,0.80731,95,false,,1.6705,0.0417,-0.047,-0.036,0.09,-0.051,-0.137,58,18,0.413451,59,0.0201,93.19,0,0,1.045,0,468,599.76862,2.10804,284.515,18.742407,0.004707,52,4039.12,53.3803,75.667,16.322824,0.014618,54,4424.02,13.3893,330.416,15.633352,0.005008,14.111,0,52,0,54,0,0.689472,-2.419582,3.109055,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.422257,0.577743,,,,,,,,,,,,,,,,,,,,,,,264.09433501668,-21.52010003666,4.700949,2.686971,0.252,0.070991,82172640943126228,264.09430319,-21.52012296,0.139,0.037,90.0,444915712,53,55857.64131944,5,57,16.9137,0.0556,15.0324,0.0022,16892216,16.7648,0.0433,14.5731,0.0026,16892216,17.6572,0.0076,15.4863,0.013,16892216,16.9441,0.03,15.1953,0.0103,16892216,15.3409,0.1062,14.1793,0.0125,16892208,0.083344,J173622.64-213113.0,264.094352,-21.5202951,0.0372,0.035,22.1,12.735,11.672,5.414,2.72,,,,0.039,0.03,0.013,0.015,,,,2647021301351013758,0000,1,1011,AAAA,-991,68,701,84,,0.723576
