recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP_x,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,gmag_xa,e_gmag_x,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,AllWISE,RAJ2000_xa,DEJ2000_xa,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA_x,e_pmRA_x,pmDE_x,e_pmDE_x,d2M,angDist_xa
534," ","PN G037.7-05.9 ",PHRJ1921+0136,4264623145896445184,A,290.337,1.6039,0.18,17.67,0.53,1.45,-0.25,290.337,1.6039,Gaia DR3 4264623145896445184,290.33704711879,1.60386418475,0.0,0.0,41.0,1636148068921376768,4264623145896445184,1055778883,0.078,0.0812,0.0772,0.1045,0.7385,6.405,-1.293,0.099,-6.273,0.097,0.2753,0.0488,0.0184,-0.1563,-0.3327,-0.0792,0.09,-0.1801,-0.2091,0.2397,282,0,281,1,-0.0124,286.2,0.0,0.0,31,false,1.632,,,,,,,,32,16,0.152229,35,0.09142,71.97,0,0,0.998,0,284,1610.22062,2.3003,700.004,17.670153,0.003162,29,1006.44,7.04794,142.8,17.831568,0.008099,31,949.255,15.8285,59.9715,17.304438,0.018494,1.215,0,0,1,0,0,0.52713,0.161415,0.365715,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.143505,0.0,1.83E-4,6599.7,6583.3,6612.6,4.5927,4.5855,4.5971,-3.4631,-3.5654,-3.2916,3827.0764,3789.2183,3862.1313,0.002,4.0E-4,0.0053,0.0018,4.0E-4,0.0046,0.001,2.0E-4,0.0026,MARCS,290.33705286836,1.60389206346,1.57974,1.547136,0.253,0.213015,109922903370595080,290.33704847,1.60386827,0.006,0.003,90.0,436527104,52,55888.9349537,10,65,17.8784,0.0037,17.8795,0.0141,115000,17.733,0.0048,17.7271,0.0113,115000,17.718,0.0066,17.7738,0.0114,115000,17.7441,0.0108,17.8447,0.0122,115000,17.7495,0.0112,17.8183,0.0638,115000,0.208499,J192120.85+013613.8,290.3368847,1.6038509,0.0795,0.0664,177.5,14.717,13.503,9.037,5.291,16.514,16.353,15.12,0.053,0.041,0.033,0.039,0.148,,,2904101501351034010,0000,0,nnnn,AAAA,-926,233,1475,236,1.574,0.450875
535," ","PN G037.7-06.0 ",MPAJ1921+0132,4264619130140417664,A,290.4354,1.5445,0.32,19.03,0.11,1.66,-0.78,290.4354,1.5445,Gaia DR3 4264619130140417664,290.43543311658,1.54450492985,0.0,0.0,43.0,1636148068921376768,4264619130140417664,277480731,0.2254,0.2316,0.1617,0.2697,0.5994,4.713,-1.813,0.268,-4.351,0.267,0.422,0.0321,-0.2935,-0.3023,-0.2414,-0.2613,-0.2655,-0.1171,-0.0747,0.3236,244,0,244,0,-0.9618,225.59,0.0,0.0,95,false,,1.6282,0.0518,0.026,0.035,0.164,-0.025,-0.116,28,15,0.446365,28,0.06257,73.88,2,0,0.955,0,243,460.90978,2.3276,198.02,19.028328,0.006136,24,1507.1,26.6024,56.6528,17.393188,0.019367,26,971.273,9.3245,104.164,17.279543,0.011087,5.377,0,24,0,26,0,0.113646,-1.635139,1.748785,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,7.0E-6,0.999992,,,,,,,,,,,,,,,,,,,,,,,290.43544117845,1.54452426626,4.359596,4.341091,0.3436,0.120491,109852904354413835,290.43543417,1.54450623,0.013,0.009,90.0,512024576,61,55937.435625,5,70,17.548,0.0611,16.8198,0.009,16892216,17.7387,0.0216,17.1219,0.0075,16892216,18.5677,0.0052,17.8826,0.0212,16892216,18.3417,0.0195,17.7268,0.0461,16892216,18.0779,0.0351,17.0005,0.0363,16892216,0.124996,J192144.52+013240.1,290.4355026,1.5444764,0.0335,0.0329,176.8,12.326,11.53,6.046,3.544,15.828,15.541,14.89,0.026,0.023,0.014,0.019,,,0.136,2904101501351033484,dd00,1,8700,AAAA,-3,43,685,44,0.419,0.379052
536,*,"PN G037.7-34.5 ",NGC7009,6889338034837425920,A,316.0451,-11.3635,0.96,12.77,-0.41,0.14,-0.48,316.0451,-11.3635,Gaia DR3 6889338034837425920,316.04509896861,-11.36349060516,0.0,0.0,64.0,1636148068921376768,6889338034837425920,801573308,0.045,0.0312,0.8123,0.0565,14.3843,7.618,7.568,0.061,0.874,0.047,0.4899,-0.1938,-0.0121,-0.213,0.0318,-0.1172,-0.489,-0.394,-0.107,0.2597,375,314,374,1,1.6384,5002.5,0.372,143.67,95,false,,1.7988,0.0083,0.101,0.033,-0.002,0.017,-0.116,43,17,0.089863,45,0.08382,178.6,0,0,1.06,0,370,146852.12143,202.539,725.056,12.770166,0.003136,34,217981.0,1181.54,184.488,11.992495,0.006513,39,87084.0,214.236,406.486,12.398049,0.004628,2.077,0,19,5,23,0,-0.405555,-0.777672,0.372117,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,316.04506466152,-11.36349448821,0.980994,0.764313,0.2692,0.034017,94363160450924224,316.04508908,-11.36348057,0.024,0.016,90.0,193257472,23,56076.84561343,5,72,12.199,,,,32804,12.475,,,,114724,12.713,,,,114724,12.887,,,,114724,13.1828,0.0452,9.6236,0.0786,16892216,0.079863,J210410.82-112148.7,316.0450968,-11.3635333,0.0365,0.0344,70.0,8.601,7.621,,,12.35,12.496,11.674,0.022,0.019,,,0.231,0.32,0.196,3167012201351058137,0000,5,nnnn,AAXX,645,65,1252,61,0.45,0.120491
540," ","PN G038.1-25.4 ",Abell70,6907822573352460032,B,307.8883,-7.0884,0.14,17.66,1.04,0.18,0.96,307.8883,-7.0884,Gaia DR3 6907822573352460032,307.88832012148,-7.08837633679,0.0,0.0,73.0,1636148068921376768,6907822573352460032,260728422,0.0946,0.0657,0.2543,0.1212,2.0985,12.476,-9.974,0.119,-7.494,0.086,0.2542,0.0767,-0.1748,-0.1579,0.0396,-0.1348,-0.1101,-0.4893,-0.1983,0.3268,281,0,279,2,0.802,304.64,0.224,0.88008,31,false,1.523,,,,,,,,32,18,0.179841,36,0.0603,166.0,0,0,1.033,0,305,1623.84542,6.89786,235.413,17.661005,0.005372,34,766.246,21.0358,36.4259,18.12762,0.029937,32,1161.99,22.7514,51.0734,17.084887,0.021592,1.187,0,0,0,3,0,1.042734,0.466616,0.576118,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,5144.4,5127.5,5163.4,4.7841,4.7693,4.7966,-2.7254,-3.0504,-2.4676,1472.032,1459.4847,1488.5105,0.1186,0.1002,0.1385,0.0964,0.0815,0.1127,0.0529,0.0448,0.0619,MARCS,307.88836479172,-7.08834303071,1.924649,1.377904,0.3362,0.111464,99493078883144356,307.88832465,-7.08837359,0.012,0.005,90.0,503636096,60,55948.13899306,5,65,17.9996,0.0166,17.5369,0.1548,16892216,17.5313,0.0096,17.5069,0.0198,115000,17.3326,0.0077,17.3711,0.0095,115000,17.2587,0.0281,17.3791,0.0265,115000,17.1906,0.0125,17.1965,0.0245,115000,0.129593,J203133.10-070518.8,307.88792,-7.0885626,0.4114,0.301,54.5,16.021,15.404,11.238,7.901,16.164,15.461,15.303,0.158,0.211,0.284,0.271,0.095,0.134,0.185,3081007601351060320,0000,0,0nnn,BBBB,758,270,-393,743,1.906,1.478307
541,*,"PN G038.2+12.0 ",Cn3-1,4482121324862387968,B,274.3921,10.1509,0.24,12.56,0.45,0.51,0.18,274.3921,10.1509,Gaia DR3 4482121324862387968,274.39206535371,10.15087232071,0.0,0.0,179.0,1636148068921376768,4482121324862387968,1664002618,0.0269,0.0303,0.1381,0.0346,3.9968,11.602,-5.37,0.032,-10.285,0.034,-0.005,8.0E-4,-0.3176,-0.1461,-0.4287,-0.0865,-0.5681,-0.1223,0.2522,0.0735,276,258,275,1,1.0414,2154.5,0.253,66.49,95,false,,1.7215,0.0071,-0.277,0.137,-0.142,0.24,-0.034,31,17,0.052436,32,0.02247,93.23,0,0,1.044,0,271,178049.46672,547.139,325.419,12.561015,0.004327,31,203872.0,2048.92,99.5023,12.065149,0.011263,31,178673.0,1040.98,171.639,11.617747,0.007369,2.149,0,31,0,31,0,0.447402,-0.495866,0.943268,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0E-6,0.999998,,,,,,,,,,,,,,,,,,,,,,,274.39208959822,10.15091803011,0.513527,0.563734,0.0818,0.158123,120182743920281619,274.3920906,10.15088426,0.018,0.008,90.0,369418240,44,55959.83006944,0,38,12.642,,,,68,12.5,,,,68,12.46,,,,68,12.42,,,,68,12.3784,9.0E-4,11.586,0.0033,16777560,0.06573,J181734.09+100903.3,274.3920693,10.1509229,0.0262,0.0198,145.2,10.133,9.315,4.038,-0.398,11.831,11.797,11.129,0.022,0.021,0.013,0.004,0.043,0.055,0.035,2738110601351025870,000d,1,0024,AAAA,298,32,38,31,0.156,0.136373
544,*,"PN G039.0-04.0 ",IPHASXJ191716.4+033447,4292267621344388864,B,289.3183,3.5798,0.22,14.3,1.47,1.31,0.88,289.3183,3.5798,Gaia DR3 4292267621344388864,289.31828819091,3.57979660467,0.0,0.0,52.0,1636148068921376768,4292267621344388864,1672217815,0.0155,0.0151,0.2456,0.0186,13.2095,7.373,-4.879,0.02,-5.529,0.019,0.1066,0.035,0.062,-0.2221,-0.116,-0.2099,0.02,-0.1177,0.0191,0.0875,298,0,297,1,1.1405,318.28,0.0,0.0,31,false,1.43,,,,,,,,34,17,0.028182,35,0.05974,80.3,0,0,1.046,0,307,35832.51295,40.2497,890.256,14.301674,0.003013,35,14185.7,46.1075,307.665,14.958918,0.004499,35,32028.6,93.8888,341.133,13.484051,0.004941,1.29,0,0,0,0,0,1.474867,0.657244,0.817623,-4.17,8.64,2,9,3,9,5.004,,,803.315,,6000.0,1.5,-2.0,110,,,,13.034248,0.019681,6,,VARIABLE,0.0,0.0,0.999998,15557.0,15367.0,15751.9,3.3584,3.3321,3.3745,0.1065,0.0245,0.2634,6989.156,6842.6924,7146.891,3.6489,3.6358,3.6583,3.1631,3.1509,3.1729,1.7423,1.7356,1.7478,OB,289.31830991613,3.5798211769,0.316427,0.298572,0.1095,0.044155,112292893183186249,289.31828946,3.57979833,0.012,0.011,0.0,503635968,60,55893.47224537,5,85,15.1495,0.0042,15.195,0.0051,115000,14.3849,0.0078,14.3883,0.0179,115000,13.468,,,,114724,13.6037,0.0093,13.7924,0.104,115000,13.3857,0.0036,13.4342,0.0125,115000,0.038344,J191716.37+033447.2,289.31824,3.5797835,0.0402,0.038,95.3,11.123,11.165,10.436,8.498,12.148,11.571,11.309,0.023,0.021,0.164,0.337,0.026,0.028,0.025,2889103001351054215,0000,1,100n,AABB,-66,44,136,44,0.314,0.223452
545,*,"PN G039.5-02.7 ",M2-47,4293191412929039232,B,288.3939,4.6344,0.47,16.06,1.07,2.38,-0.16,288.3939,4.6344,Gaia DR3 4293191412929039232,288.39392766431,4.63443641544,0.0,0.0,35.0,1636148068921376768,4293191412929039232,1358437973,0.0368,0.0401,0.2006,0.0512,3.9187,2.998,-1.351,0.045,-2.677,0.043,0.2453,-0.2008,0.0765,-0.0666,-0.4726,-0.0305,0.0957,-0.1253,-0.1424,0.2131,282,0,281,1,-1.7116,259.77,0.0,0.0,95,false,,1.4326,0.0086,-0.057,-0.025,0.082,-0.156,-0.058,32,17,0.067319,32,0.03427,32.3,0,0,0.927,0,281,7071.19056,35.7255,197.931,16.063635,0.006139,29,8527.38,203.192,41.9672,15.511503,0.026021,27,13270.9,70.9758,186.977,14.440646,0.006928,3.083,0,29,0,27,0,1.070857,-0.552132,1.622989,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.01249,0.98751,,,,,,,,,,,,,,,,,,,,,,,288.3939336893,4.63444831183,0.710986,0.687735,0.2205,0.164438,113562883939321836,288.39392805,4.63444013,0.026,0.004,0.0,512024576,61,55904.98145833,10,61,15.9608,0.0145,15.0554,0.0028,16892216,15.4117,0.0699,14.346,0.0038,16892216,15.4254,0.0174,14.7446,0.0043,16892216,15.1281,0.023,14.4271,0.0226,16892216,14.5206,0.0721,13.3099,0.0066,16892216,0.176072,J191334.55+043803.8,288.3939766,4.6344032,0.0291,0.0261,133.1,10.83,9.873,4.704,0.6,13.357,13.01,12.119,0.023,0.021,0.015,0.009,0.054,0.067,0.049,2886104501351033415,00o0,1,2201,AAAA,-56,32,95,31,0.238,0.274994
548," ","PN G040.1+03.2 ",IPHASXJ185309.4+075241,4310230750781889920,B,283.2893,7.878,0.13,19.96,2.08,4.28,0.0,283.2893,7.878,Gaia DR3 4310230750781889920,283.28925259024,7.877992545,0.001,0.0,42.0,1636148068921376768,4310230750781889920,276345708,0.4046,0.4294,0.2276,0.487,0.4673,8.15,-2.666,0.497,-7.702,0.474,0.617,-0.3263,0.1026,-0.2001,-0.2888,-0.1787,-0.0153,-0.221,-0.0962,0.4285,390,0,389,1,0.5072,418.04,0.284,0.07264,95,false,,1.3434,0.0637,-0.064,-0.131,0.164,-0.078,-0.043,44,15,0.808393,49,0.05001,50.72,0,0,1.018,0,427,196.1163,0.98219,199.672,19.956083,0.006096,44,156.956,5.94229,26.4134,19.849096,0.0412,42,620.052,5.61119,110.503,17.766825,0.010527,3.962,0,0,0,0,0,2.082272,-0.106987,2.189259,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0E-6,0.999974,,,,,,,,,,,,,,,,,,,,,,,283.2892645506,7.87802677415,7.923524,7.598876,0.4513,0.171181,117452832893054128,283.28925622,7.8780028,0.066,0.05,0.0,512024576,61,56087.07376157,5,57,20.9237,0.0153,19.5057,0.0543,16892216,19.3027,0.0277,18.0758,0.0604,16892216,19.0739,0.0205,18.0519,0.0182,16892216,18.2433,0.0551,17.187,0.0163,16892216,17.1185,0.0278,15.979,0.0579,16892216,0.156446,J185309.43+075240.4,283.2893072,7.8779098,0.0489,0.0395,154.5,12.875,11.928,6.48,3.612,15.715,15.245,14.397,0.051,0.033,0.016,0.028,0.096,0.117,0.108,2837107501351041440,dd00,1,1110,AAAA,-407,60,961,193,0.824,0.325817
549," ","PN G040.4-02.0 ",Pa129,4293609094235062528,B,288.1788,5.7628,0.36,17.69,1.93,3.06,0.51,288.1788,5.7628,Gaia DR3 4293609094235062528,288.17878638466,5.76284151604,0.0,0.0,40.0,1636148068921376768,4293609094235062528,1744919903,0.0939,0.0991,0.2514,0.1241,2.0255,6.485,-2.723,0.107,-5.886,0.112,0.2901,-0.295,-0.2006,-1.0E-4,-0.2369,-0.0073,-0.1758,-0.0965,-0.0961,0.1736,205,0,205,0,0.2155,213.19,0.0,0.0,31,false,1.351,,,,,,,,24,15,0.166109,25,0.03203,67.78,0,0,1.009,0,212,1584.98821,2.05653,770.712,17.687302,0.003095,23,494.016,8.12074,60.8339,18.604189,0.018064,24,1700.97,9.62052,176.807,16.67115,0.007211,1.385,0,0,0,1,0,1.933039,0.916887,1.016151,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,4550.2,4496.2,4593.9,4.5238,4.3897,4.5769,-1.3556,-1.5276,-1.2205,829.7563,774.565,1017.8008,1.7844,1.7195,1.8374,1.315,1.2639,1.3571,0.719,0.6903,0.7424,MARCS,288.1787985491,5.76286767582,1.732203,1.812506,0.1708,0.157213,114912881787675909,288.17878672,5.76284466,0.004,0.002,0.0,503635968,60,55997.62387731,5,61,19.0435,0.0059,19.0962,0.0106,115000,17.7839,0.0048,17.7846,0.008,115000,17.1635,0.0041,17.2219,0.0052,115000,16.7873,0.003,16.8369,0.005,115000,16.4983,0.0069,16.5601,0.0211,115000,0.167665,J191242.92+054546.5,288.1788738,5.7629281,0.0896,0.082,144.3,14.034,12.847,9.19,4.81,15.327,14.827,14.534,0.083,0.05,0.04,0.028,0.038,0.058,0.102,2886106001351016265,hh00,0,1000,AAAA,280,162,801,169,0.267,0.531595
550," ","PN G040.4-03.1 ",K3-30,4293331879884359680,A,289.1154,5.222,0.08,17.95,0.79,2.16,-0.36,289.1154,5.222,Gaia DR3 4293331879884359680,289.11539701952,5.2220351491,0.0,0.0,45.0,1636148068921376768,4293331879884359680,1071652843,0.1433,0.144,-0.0316,0.18,-0.1758,5.138,-2.424,0.16,-4.53,0.157,0.344,-0.2011,-0.1108,-0.0448,-0.2505,-0.0432,-0.0644,-0.132,-0.1322,0.2516,244,0,242,2,2.1117,293.52,0.529,1.681,95,false,,1.5069,0.0376,-0.055,-0.017,0.257,-0.077,-0.077,28,17,0.247162,30,0.03767,59.43,1,0,1.097,0,257,1246.97413,6.49897,191.873,17.947723,0.006294,25,5758.29,120.188,47.9107,15.937809,0.022833,25,6892.96,29.2722,235.478,15.151881,0.005962,10.146,0,25,0,25,0,0.785928,-2.009914,2.795842,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,289.11540783991,5.22205528216,2.584995,2.52009,0.2543,0.126987,114262891153856917,289.11539607,5.22204068,0.014,0.012,90.0,512024576,61,55866.06549769,6,74,16.272,0.0334,15.6176,0.0019,16892216,16.1945,0.1098,15.2763,0.0039,16892216,16.4739,0.0218,15.8446,0.0077,16892216,16.2536,0.0396,15.5817,0.0097,16892216,15.6191,0.0298,14.7702,0.0115,16793912,0.147124,J191627.70+051319.0,289.1154186,5.2219508,0.0326,0.0311,109.9,11.703,10.726,5.557,2.353,14.016,13.857,12.888,0.026,0.023,0.014,0.014,0.046,0.059,0.046,2886104501351051790,hhd0,1,2111,AAAA,-289,36,297,36,0.34,0.1891
551," ","PN G040.7+03.4 ",IPHASXJ185322.1+083018,4310333898714839936,B,283.3422,8.5052,1.09,19.64,2.9,4.21,1.17,283.3422,8.5052,Gaia DR3 4310333898714839936,283.34222668699,8.50515975082,0.0,0.0,36.0,1636148068921376768,4310333898714839936,4781045,0.3048,0.3346,-0.5926,0.4055,-1.4614,8.923,-3.742,0.395,-8.1,0.382,0.2868,-0.0973,0.1985,-0.1605,-0.3216,-0.1798,0.0443,0.0053,-0.2357,0.1202,253,0,253,0,-1.1045,259.7,0.0,1.2788E-15,95,false,,1.1014,0.0673,0.051,0.102,-0.007,-0.108,0.03,29,15,0.572643,37,0.03497,7.334,1,0,0.949,0,307,262.89548,0.968635,271.408,19.637909,0.004857,27,50.0613,7.37457,6.78836,21.089788,0.159965,32,421.501,7.08336,59.5058,18.185898,0.018633,1.794,0,0,0,0,0,2.903891,1.45188,1.452011,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,283.34224350402,8.50519575003,6.267077,6.100264,0.1399,0.173272,118202833422336710,283.34222737,8.50516361,0.008,0.004,90.0,503635968,60,56175.98836806,5,65,25.926,,,,114724,20.443,0.0189,20.501,0.0268,115000,18.945,0.0089,18.9277,0.0111,115000,18.0245,0.0063,18.0014,0.0141,115000,17.454,0.0151,17.4121,0.0354,115000,0.163274,J185322.17+083018.8,283.3423851,8.5052366,0.0679,0.0609,61.4,13.487,13.739,12.515,7.349,15.496,14.333,14.074,0.032,0.036,,0.106,0.078,0.07,0.082,2834109001351006417,0000,1,21n0,AAUA,-129,109,389,111,0.566,0.67193
556," ","PN G041.8+04.4 ",K3-15,4311505638850116096,B,282.9231,9.9145,0.0,15.85,1.2,1.36,0.55,282.9231,9.9145,Gaia DR3 4311505638850116096,282.92309427821,9.91453808119,0.0,0.0,36.0,1636148068921376768,4311505638850116096,872742014,0.2008,0.2135,-0.4799,0.2581,-1.8598,2.821,-1.311,0.242,-2.497,0.245,0.1991,-0.2622,0.1161,-0.2395,-0.3394,-0.1917,-0.1231,-0.1016,0.0155,0.077,221,0,221,0,66.541,6941.5,1.934,311.36,95,false,,1.494,0.0424,-0.093,-0.017,-0.055,-0.007,0.001,25,18,0.355463,30,0.03941,17.07,0,0,5.559,0,219,8620.90045,51.5821,167.13,15.848485,0.007057,25,4660.19,58.314,79.9155,16.167532,0.01387,23,8202.64,72.3039,113.447,14.963011,0.01029,1.492,0,14,0,13,0,1.204521,0.319047,0.885474,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999849,,,,,,,,,,,,,,,,,,,,,,,282.92310019443,9.91454918087,3.85835,3.955844,0.1001,0.138586,119892829230987952,282.92309255,9.91454061,0.008,0.007,0.0,503636112,60,56057.67697917,5,67,16.8798,0.0063,16.7108,0.0085,16892216,15.3922,0.0019,15.4221,0.003,115000,15.8276,0.0033,15.8437,0.0063,115000,15.8217,0.0117,15.8571,0.0109,115000,15.1901,0.0081,15.3101,0.0011,115000,0.148564,J185141.55+095452.4,282.9231317,9.9145564,0.0285,0.0259,164.1,10.233,8.815,4.188,1.581,14.457,13.909,12.712,0.023,0.02,0.013,0.011,0.04,0.062,0.025,2830110601351005234,hhd0,1,5510,AAAA,-5,30,-167,29,0.231,0.23204
557,*,"PN G041.8-02.9 ",NGC6781,4294123077230164736,B,289.617,6.5387,0.24,16.74,0.37,1.06,-0.2,289.617,6.5387,Gaia DR3 4294123077230164736,289.61702633224,6.53873298618,0.0,0.0,102.0,1636148068921376768,4294123077230164736,519813596,0.058,0.056,2.0036,0.068,29.4813,8.085,-6.929,0.09,-4.167,0.064,-0.0163,0.0101,0.1567,-0.3664,-0.4448,-0.4241,0.0491,0.2053,-0.1557,-0.2744,245,0,244,1,-0.0393,247.27,0.0,0.0,31,false,1.683,,,,,,,,28,15,0.131672,30,0.04073,24.65,4,0,0.997,0,253,3779.81767,3.50813,1077.44,16.74369,0.002934,26,2381.85,10.3098,231.027,16.896255,0.005465,26,1948.72,13.3712,145.74,16.523523,0.008354,1.146,0,1,0,0,0,0.372732,0.152565,0.220167,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.009964,4.0E-6,5.9E-5,,,,,,,,,,,,,,,,,,,,,,,289.61705732828,6.5387515078,1.425292,1.023754,-0.238,0.151563,115842896170736983,289.61702586,6.53873397,0.006,0.003,0.0,512024576,61,55879.15657407,10,81,16.7806,0.0317,12.2097,0.0188,16892216,16.7404,0.0181,10.9006,0.0955,16892216,16.8276,0.0092,16.6105,0.0348,16892216,16.8738,0.0042,16.7587,0.0271,16892216,16.907,0.0123,16.5073,0.0337,16892216,0.153329,J191828.01+063218.3,289.6167305,6.5384352,0.141,0.1269,145.4,13.775,14.018,8.093,3.245,16.243,14.614,14.96,0.444,,0.055,0.033,0.111,,,2901106001351062376,hd00,3,nn14,CUAA,-884,166,12417,384,1.469,1.355735
558," ","PN G042.0+05.4 ",K3-14,4503757445981896832,B,282.1367,10.5974,0.13,15.04,0.7,1.01,0.18,282.1367,10.5974,Gaia DR3 4503757445981896832,282.13670322619,10.59739699231,0.0,0.0,15.0,1636148068921376768,4503757445981896832,775473763,0.029,0.0357,0.0084,0.0402,0.2099,5.813,-2.247,0.038,-5.361,0.042,0.1156,0.0847,0.0082,-0.3423,-0.4493,-0.3464,-0.1289,0.1193,-0.2304,0.1158,236,0,236,0,3.6613,333.05,0.15,3.4337,31,false,1.617,,,,,,,,28,15,0.061765,33,0.04083,59.45,0,0,1.174,0,232,18085.79129,106.4,169.979,15.044024,0.006956,27,18669.8,195.988,95.2603,14.660691,0.011734,27,20554.0,167.039,123.049,13.965652,0.009599,2.169,0,2,0,2,0,0.695039,-0.383332,1.078371,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.10251,0.754423,1.09E-4,,,,,,,,,,,,,,,,,,,,,,,282.13671338411,10.5974208201,0.612501,0.684079,0.1492,0.015734,120712821367257361,282.13670349,10.59739761,0.005,0.004,0.0,503635968,60,55928.38452546,5,61,15.0786,6.0E-4,15.0692,0.0028,115000,14.2538,0.0162,14.1345,0.007,16892216,14.9441,0.0073,14.8973,0.0152,16892216,14.9608,0.0176,14.8904,0.0149,16892216,14.8434,0.0108,14.7558,0.0028,16892216,0.015051,J184832.81+103550.6,282.1367446,10.5974037,0.0351,0.0338,33.3,12.88,12.161,6.79,2.15,13.999,13.931,13.434,0.03,0.025,0.016,0.012,0.033,0.047,0.041,2815110601351028045,hh00,0,1000,AAAA,-275,50,-10,53,0.103,0.158449
