idPNMain,PNG,Name,PNstat,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,Glon,Glat,Catalogue,MajDiam,MinDiam,PAdiam,EPA,mainClass,subClass,tbRadioCont_Flux_3cm,tbRadioCont_Flux_6cm,tbRadioCont_Flux_11cm,tbRadioCont_Flux_13cm,tbRadioCont_Flux_20cm,tbRadioCont_Flux_36cm,tbRadioCont_Flux_2cm,tbIRFlux_Flux_J,tbIRFlux_Flux_H,tbIRFlux_Flux_Ks,tbIRFlux_Flux_8um,tbIRFlux_Flux_12um,tbIRFlux_Flux_22um,tbIRFlux_Flux_24um,tbIRFlux_Flux_25um,tbIRFlux_Flux_60um,tbIRFlux_Flux_70um,tbIRFlux_Flux_100um,tbIRFlux_Flux_160um,tbIRFlux_Flux_250um,tbIRFlux_Flux_350um,tbIRFlux_Flux_500um,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000_x,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
8,000.0+02.0,K 6-4,T,17:37:42.9,-27:49:09.55,264.42886,-27.81932,0.03035,2.0662,2001A&A...378..843K,6.9,4.1,,,S,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4060525376634471808,264.42892213371,-27.81946651917,0.001,0.001,104.0,1636148068921376768,4060525376634471808,1002908988,0.9034,0.6949,,,,,,,,,-0.1426,,,,,,,,,,208,0,207,1,16.7571,759.08,5.731,24.839,3,false,,,,,,,,,24,15,1.74719,24,0.06975,73.48,0,0,,0,206,300.0229,3.10812,96.5286,19.49448,0.01158,15,420.24,21.6724,19.3906,18.779799,0.056062,14,1901.31,33.567,56.6422,16.550264,0.019537,7.738,0,11,0,11,0,2.229534,-0.714682,2.944216,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,2.9E-5,2.6E-5,0.989301,,,,,,,,,,,,,,,,,,,,,,,264.42892213371,-27.81946651917,0.903361,0.694902,-0.1426,0.563347
10,000.1-08.0,SB 1,T,18:18:48.5,-32:47:55.32,274.702,-32.7987,0.11982,-8.09701,2001A&A...378..843K,29.4,28.8,,,B,a;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4045583322840954496,274.70193393969,-32.79860045904,0.001,0.0,46.0,1636148068921376768,4045583322840954496,705712098,0.6248,0.6104,-0.2284,0.616,-0.3708,6.493,-2.219,0.907,-6.102,0.716,0.5632,-0.0418,-0.4239,-0.4776,0.2966,-0.5914,-0.7203,-0.4838,-0.3838,0.7162,136,0,136,0,0.2737,140.08,0.0,0.0,95,false,,1.7167,0.1593,0.16,0.259,0.366,-0.512,-0.533,16,12,1.596568,16,0.06556,12.59,0,0,1.014,0,136,186.18581,1.46453,127.13,20.0125,0.008974,8,162.882,9.22347,17.6596,19.808857,0.061545,6,80.7291,12.9745,6.22215,19.98032,0.174536,1.308,0,2,0,2,0,-0.171463,-0.203644,0.032181,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.023015,0.0,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,274.70194567366,-32.79857334115,14.794284,11.900968,0.7269,0.410335
12,000.1+02.6,Al 2-J,T,17:35:35.4,-27:24:04.97,263.89753,-27.40138,0.13036,2.68778,1992secg.book.....A,10.5,,,,E,a;,,,,,6.4,,,,,,,1.64,,,0.95,1.84,,22.03,,,,,Gaia DR3 4061303281130808448,263.89767095089,-27.40148674102,0.0,0.0,60.0,1636148068921376768,4061303281130808448,1548716788,0.1466,0.1144,0.3002,0.1622,1.8504,7.619,-3.576,0.164,-6.728,0.126,0.4488,-0.2951,-0.1556,-0.4135,-0.4777,-0.2917,-0.5583,-0.0368,0.4309,0.3092,210,0,210,0,0.4132,234.53,0.16,0.26803,95,false,,1.3123,0.0315,-0.089,0.035,0.097,-0.033,-0.11,24,14,0.252442,24,0.05407,13.15,0,0,1.019,0,210,1260.19396,3.58171,351.841,17.936274,0.004137,19,384.169,12.9111,29.7551,18.877235,0.036596,20,2052.17,23.5952,86.9739,16.467365,0.013043,1.933,0,5,0,5,0,2.40987,0.940962,1.468908,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,263.89768885385,-27.40145684053,2.644768,2.088619,0.3357,0.592119
13,000.1-05.6,H 2-40,T,18:08:30.7,-31:36:35.64,272.128,-31.6099,0.15423,-5.61605,1992secg.book.....A,18.3,16.9,,,E,a;r;s;,,,,,2.2,,,,,,,,,,,,,,,,,,Gaia DR3 4049045783774253696,272.12813401369,-31.6098142434,0.0,0.0,103.0,1636148068921376768,4049045783774253696,18586527,0.2096,0.1796,0.3395,0.2675,1.2693,4.169,-2.449,0.277,-3.374,0.187,-0.0768,-0.0103,-0.1162,-0.0267,-0.4617,0.1156,-0.5333,-0.3612,0.371,-0.1569,210,0,209,1,4.8596,333.14,0.743,2.7688,95,false,,1.3984,0.0493,-0.019,0.144,-0.082,0.009,-0.216,24,14,0.399776,24,0.01779,169.8,12,0,1.249,0,204,775.92592,3.48947,222.362,18.462816,0.005607,18,638.776,23.8328,26.8024,18.32517,0.040605,16,1397.2,33.3234,41.9283,16.884752,0.026169,2.624,0,18,0,16,0,1.440418,-0.137646,1.578064,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,2.0E-6,0.999998,,,,,,,,,,,,,,,,,,,,,,,272.12814679616,-31.60979925007,4.467365,3.088995,-0.1565,0.513932
14,000.1+17.2,PC 12,T,16:43:53.8,-18:57:11.88,250.97409,-18.9533,0.16601,17.24877,1992secg.book.....A,2.3,2.2,,20.0,B,m;p;r;,,19.0,,,15.1,,,,,,,0.26,,,4.33,3.66,,9.39,,,,,Gaia DR3 4130784921205604736,250.97408474569,-18.95333033341,0.0,0.0,91.0,1636148068921376768,4130784921205604736,300206614,0.0576,0.0294,0.0689,0.0664,1.0368,3.961,-3.172,0.079,-2.372,0.058,-0.0188,-0.1042,0.0011,-0.0503,-0.0885,0.0074,-0.1587,-0.1153,0.2688,-0.1264,406,0,405,1,4.3347,1242.0,0.41,25.724,95,false,,1.6638,0.0126,0.038,-0.165,0.067,-0.019,0.012,46,18,0.110225,46,0.05377,18.71,0,0,1.156,0,402,16085.38592,55.729,288.636,15.171288,0.004663,41,33952.1,218.46,155.416,14.011375,0.007523,41,34847.7,144.006,241.988,13.39246,0.005866,4.277,0,1,0,2,0,0.618916,-1.159913,1.778829,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,7.05E-4,0.998734,1.0E-6,,,,,,,,,,,,,,,,,,,,,,,250.97409965078,-18.95331979004,1.263072,0.928108,-0.1235,0.110656
15,000.0-01.0,JaSt 69,T,17:50:10.0,-29:19:05.38,267.54154,-29.31816,0.18622,-1.04734,2001A&A...378..843K,14.0,,,,E,m;s;,,,,,,,,,,,0.011,0.042,0.07,0.09,,,0.11,,,,,,Gaia DR3 4057224264723323264,267.54157276019,-29.31826775164,0.0,0.0,72.0,1636148068921376768,4057224264723323264,1356014056,0.3677,0.2638,-0.8167,0.3963,-2.0611,1.6,1.598,0.487,0.09,0.257,0.249,-0.1714,0.2057,-0.0583,-0.1279,0.0288,-0.5665,-0.2172,0.1489,0.1675,312,0,311,1,-0.2878,334.89,0.0,0.0,95,false,,1.1995,0.0823,-0.068,-0.112,0.207,-0.066,-0.087,36,17,0.684953,37,0.3455,83.43,0,0,0.987,0,311,258.88826,4.20912,61.5066,19.654587,0.017866,5,62.3513,9.39254,6.63838,20.851429,0.163578,7,672.15,50.0578,13.4275,17.67923,0.080948,2.837,0,2,0,3,0,3.172199,1.196842,1.975357,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999992,,,,,,,,,,,,,,,,,,,,,,,267.54156461604,-29.31826814979,7.7208,4.267559,0.1645,0.401304
16,000.1+04.3,H 1-16,T,17:29:23.4,-26:26:04.38,262.34732,-26.43455,0.19046,4.3735,1992secg.book.....A,5.0,,,,E,r;,,,,,34.9,,,,,,,0.79,,,6.34,4.64,,10.27,,,,,Gaia DR3 4109679250049965312,262.34730715056,-26.43460941494,0.02,0.002,59.0,1636148068921376768,4109679250049965312,1496276352,17.1217,10.3807,,,,,,,,,0.9639,,,,,,,,,,81,0,81,0,54.804,4721.5,12.83,157.25,3,false,,,,,,,,,9,6,54.54721,10,0.4519,143.2,0,10,,0,79,597.19662,15.0673,39.6352,18.747074,0.027531,5,4947.8,253.324,19.5315,16.102512,0.055659,5,9445.53,87.9899,107.348,14.80983,0.010797,24.101,0,5,0,5,0,1.292683,-2.644562,3.937244,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,5.4E-4,0.007602,0.990447,,,,,,,,,,,,,,,,,,,,,,,262.34730715056,-26.43460941494,17.121746,10.380673,0.9639,0.217868
19,000.2-01.9,M 2-19,T,17:53:45.6,-29:43:46.34,268.44009,-29.72954,0.23061,-1.92971,1992secg.book.....A,20.0,,,110.0,B,,,14.0,,,10.5,27.8,,,,,,2.23,,,1.19,2.81,,59.16,,,,,Gaia DR3 4056495151130724224,268.44019281746,-29.7297110098,0.0,0.0,66.0,1636148068921376768,4056495151130724224,777729196,0.091,0.0703,-0.1641,0.1125,-1.4587,2.083,-1.836,0.114,0.984,0.075,0.2804,-0.1568,-0.1771,-0.175,-0.25,-0.1764,-0.7143,-0.2737,0.3207,0.2931,314,0,312,2,4.6061,450.99,0.355,4.0124,95,false,,1.5062,0.0181,-0.101,0.033,-0.132,0.108,-0.221,36,16,0.165854,36,0.08468,6.859,0,0,1.191,0,293,3331.54641,14.1762,235.01,16.880753,0.005379,24,4293.98,98.1866,43.7328,16.256393,0.024983,26,8568.32,77.77,110.175,14.915656,0.010555,3.861,0,24,0,26,0,1.340737,-0.624359,1.965096,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.453484,0.546516,,,,,,,,,,,,,,,,,,,,,,,268.44020221565,-29.72971538163,1.839984,1.252237,0.2972,0.694492
21,000.2+01.7,JaSt 19,T,17:39:39.29,-27:47:21.9,264.91371,-27.78942,0.28446,1.71932,2001A&A...378..843K,7.2,6.4,,,E,,,6.8,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4060845334555887616,264.91379672447,-27.78945653917,0.026,0.002,64.0,1636148068921376768,4060845334555887616,1053516988,23.0629,11.3628,,,,,,,,,0.9725,,,,,,,,,,76,0,76,0,1.4751,89.289,1.178,0.1404,3,false,,,,,,,,,9,5,67.99579,9,0.2137,153.1,8,0,,0,75,89.16512,1.80062,49.5191,20.81188,0.022098,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,264.91379672447,-27.78945653917,23.062927,11.362776,0.9725,0.305924
22,000.3-04.6,M 2-28,T,18:05:02.7,-30:58:17.40,271.26123,-30.9715,0.35839,-4.65958,1992secg.book.....A,5.5,,,,E,,,10.0,,,12.6,,,,,,,2.26,,,1.08,2.88,,52.13,,,,,Gaia DR3 4049886772877581696,271.2611437988,-30.97129799825,0.001,0.001,58.0,1636148068921376768,4049886772877581696,923631433,0.9274,0.7256,,,,,,,,,0.5075,,,,,,,,,,129,0,128,1,3.0296,176.05,1.52,0.97839,3,false,,,,,,,,,15,9,2.484997,16,0.08843,87.96,0,0,,0,118,263.74536,2.83295,93.0993,19.634405,0.011983,10,4325.99,251.136,17.2257,16.248327,0.063092,10,6695.79,106.815,62.686,15.183391,0.017728,41.789,0,10,0,10,0,1.064937,-3.386078,4.451015,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.973595,0.0,,,,,,,,,,,,,,,,,,,,,,,271.2611437988,-30.97129799825,0.927426,0.725644,0.5075,0.774356
23,000.3+12.2,IC 4634,T,17:01:33.6,-21:49:32.77,255.38988,-21.82577,0.36191,12.21475,1992secg.book.....A,20.5,6.6,,153.0,B,m;p;s;,,100.0,120,,116.4,,125.0,0.0232321,0.0138771,0.017682,,1.0,,,13.13,10.89,,5.23,,,,,Gaia DR3 4126115570219432448,255.38991792235,-21.82586041611,0.0,0.0,97.0,1636148068921376768,4126115570219432448,708551249,0.0363,0.0225,0.3703,0.0433,8.5592,5.262,-1.198,0.052,-5.124,0.033,-0.1223,0.1615,-0.1303,0.0866,-0.3374,0.0257,-0.3777,-0.0719,0.3309,0.0789,243,0,243,0,-8.864,670.03,0.209,15.723,95,false,,1.7264,0.0073,-0.065,0.077,0.012,0.057,-0.07,28,14,0.071619,28,0.09675,107.0,12,0,0.621,0,224,54085.08799,197.602,273.708,13.854673,0.00483,28,166780.0,3731.49,44.6952,12.283182,0.024452,28,84359.8,1244.14,67.8058,12.432557,0.016452,4.643,0,28,0,28,0,-0.149375,-1.571491,1.422116,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.027665,0.635973,1.69E-4,,,,,,,,,,,,,,,,,,,,,,,255.38992365621,-21.82583764331,0.830325,0.54,0.0721,0.3493
26,000.4-01.9,M 2-20,T,17:54:25.4,-29:36:08.78,268.60571,-29.60244,0.41313,-1.98961,1992secg.book.....A,6.0,,,,B,,,,,,23.9,15.0,,0.0270202,0.0374887,0.0380829,,2.67,,,4.43,5.93,,186.3,,,,,Gaia DR3 4056503259966429696,268.60570115166,-29.60243825034,0.001,0.0,50.0,1636148068921376768,4056503259966429696,1136455093,0.7876,0.6529,,,,,,,,,0.9729,,,,,,,,,,232,0,231,1,5.0622,350.72,0.588,3.6092,3,false,,,,,,,,,28,10,1.612658,33,0.5189,162.9,0,36,,0,233,2493.79795,8.40129,296.835,17.195213,0.004579,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,268.60570115166,-29.60243825034,0.787614,0.652937,0.9729,0.028403
27,000.4-02.9,M 3-19,T,17:58:19.3,-30:00:39.31,269.58057,-30.01092,0.48389,-2.9263,1992secg.book.....A,7.2,6.6,,,R,,,5.5,,,9.3,,,,,,,4.44,,,1.78,5.11,,63.03,,,,,Gaia DR3 4056250956464755712,269.58079115501,-30.01093868583,0.0,0.0,53.0,1636148068921376768,4056250956464755712,576999695,0.2107,0.1813,0.3671,0.1891,1.9407,8.295,0.635,0.239,-8.27,0.168,0.5106,-0.1,-0.3071,-0.3127,-0.0617,-0.1777,-0.797,-0.1257,0.0256,0.435,403,0,403,0,-0.5483,393.77,0.0,0.0,95,false,,1.483,0.0335,-0.026,-0.077,0.131,-0.134,-0.078,46,14,0.375463,47,0.02211,165.9,0,0,0.98,0,392,869.56126,3.38295,257.042,18.339117,0.005043,8,2801.17,193.727,14.4594,16.720192,0.075141,9,3468.43,115.803,29.9511,15.897562,0.036447,7.21,0,1,0,3,0,0.82263,-1.618925,2.441555,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.99999,0.0,,,,,,,,,,,,,,,,,,,,,,,269.58078789442,-30.01090192857,3.894957,2.841148,0.4341,0.692691
29,000.5+01.9,JaSt 17,T,17:39:31.2,-27:27:46.76,264.88007,-27.46299,0.54524,1.91808,2001A&A...378..843K,9.1,6.6,,,E,,8.2,9.4,,,6.8,,,,,,,,,,,,,,,,,,Gaia DR3 4060912748306968448,264.87994457438,-27.46275278545,0.001,0.0,63.0,1636148068921376768,4060912748306968448,544441598,0.5035,0.4187,1.391,0.486,2.862,5.361,-5.162,0.599,-1.445,0.358,0.2629,0.1035,-0.1962,-0.1354,-0.1153,-0.0858,-0.8104,-0.1533,0.1396,0.2591,324,0,324,0,1.617,409.9,1.55,2.894,95,false,,1.1761,0.0942,-0.069,-0.18,0.087,-0.083,0.053,37,12,0.859176,37,0.04824,34.23,0,0,1.064,0,318,268.01102,1.5778,169.864,19.616985,0.00696,26,170.708,9.38651,18.1865,19.757908,0.059765,28,740.626,13.6603,54.2175,17.573898,0.020379,3.4,0,9,0,11,0,2.18401,0.140923,2.043087,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,264.87997043256,-27.46274636319,9.688966,6.071478,0.255,0.943286
30,000.5-03.1,KFL 1,T,17:59:15.6,-30:02:47.15,269.81494,-30.04643,0.554,-3.12003,1992secg.book.....A,8.0,7.9,,,R,,,,,,2.8,,,0.00596607,0.00672821,0.00542413,,,,,,,,,,,,,Gaia DR3 4056241095169816448,269.81498622257,-30.0463582726,0.001,0.001,57.0,1636148068921376768,4056241095169816448,1053846373,0.8061,0.6724,-3.6264,0.7333,-4.9451,12.468,-12.428,0.782,-0.997,0.57,0.4047,-0.4277,-0.4303,-0.245,-0.3694,-0.0056,-0.8413,0.0232,0.3251,0.202,293,0,291,2,11.9613,905.94,3.167,22.983,95,false,,1.0912,0.1133,-0.199,-0.258,0.21,0.033,0.073,34,11,1.230757,36,0.05263,90.77,35,8,1.539,0,305,445.95339,3.49784,127.494,19.064144,0.008951,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,269.81505003215,-30.04635384317,12.880754,9.686115,0.2012,0.295676
33,000.6-02.3,H 2-32,L,17:56:24.3,-29:38:06.40,269.10132,-29.63511,0.60185,-2.37837,1992secg.book.....A,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4056324962986093184,269.10134114096,-29.63524197559,0.0,0.0,85.0,1636148068921376768,4056324962986093184,775978293,0.0329,0.0241,0.111,0.0361,3.0743,11.948,-8.75,0.037,-8.136,0.025,0.0602,-0.3584,-0.2854,0.0074,-0.1782,0.0197,-0.7181,-0.0277,0.2092,0.1953,381,0,380,1,0.6891,412.43,0.032,0.19252,95,false,,1.4805,0.006,-0.039,-0.057,0.082,0.052,-0.051,44,16,0.053335,46,0.04336,179.1,0,0,1.024,0,371,17300.3123,31.6438,546.72,15.092232,0.003396,40,8736.44,48.3287,180.771,15.485207,0.006623,40,14774.8,74.3417,198.742,14.324092,0.006643,1.359,0,34,0,35,0,1.161115,0.392975,0.76814,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999928,26759.1,24186.0,28919.2,4.2989,4.2543,4.4049,-0.5283,-0.7768,-0.322,7845.587,5256.2637,8563.622,3.1252,3.07,3.1657,2.835,2.776,2.8781,1.561,1.5255,1.5863,OB,269.10138588101,-29.63520581449,0.604441,0.412893,0.1825,0.479695
34,000.6-01.0,JaSt 77,T,17:51:11.5,-28:56:26.16,267.79794,-28.9406,0.62529,-1.04646,2001A&A...378..843K,10.0,,,,S,,,,,,,,,,,,0.15,1.0,5.7,4.9,,,0.84,,,,,,Gaia DR3 4057342599736948992,267.79796868552,-28.94060681439,0.0,0.0,74.0,1636148068921376768,4057342599736948992,1422271630,0.0772,0.0593,0.336,0.0878,3.8246,3.497,1.257,0.098,-3.264,0.063,0.1671,-0.0689,-0.0735,-0.0523,-0.2248,-0.1087,-0.6463,-0.123,0.2729,0.3161,367,0,363,4,20.3316,1274.1,0.577,26.127,95,false,,1.4973,0.0164,0.075,-0.063,-0.07,0.058,-0.078,42,19,0.141319,43,0.04707,179.1,31,0,1.849,0,365,6809.70535,7.18266,948.076,16.104546,0.002984,41,3242.59,29.7243,109.089,16.561314,0.010336,38,9925.54,123.198,80.5657,14.75601,0.013996,1.934,0,41,0,38,0,1.805304,0.456768,1.348536,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,3.0E-6,0.999995,,,,,,,,,,,,,,,,,,,,,,,267.79796230036,-28.94059230933,1.582858,1.050996,0.3118,0.093642
35,000.6-01.3,Bl 3-15,T,17:52:36.05,-29:06:39.6,268.15021,-29.111,0.63571,-1.39832,1992secg.book.....A,6.0,4.5,,,B,p;,,,,,2.3,,,,,,,,,,,,,,,,,,Gaia DR3 4056579538679085952,268.15022708523,-29.1110146372,0.001,0.0,54.0,1636148068921376768,4056579538679085952,1682771567,0.4496,0.3799,-0.2684,0.4739,-0.5662,11.98,-1.857,0.536,-11.836,0.374,0.5199,-0.1979,-0.2737,-0.356,-0.4396,-0.2817,-0.6943,-0.1009,0.2942,0.5244,275,0,272,3,4.7369,412.07,1.656,4.7857,95,false,,1.3758,0.0884,-0.137,-0.142,0.161,-0.059,-0.008,32,17,0.851052,32,0.06899,150.3,0,0,1.211,0,267,378.97668,3.02433,125.309,19.240835,0.009092,6,431.782,74.2424,5.81584,18.750381,0.186707,6,1623.43,107.22,15.1412,16.721811,0.071807,5.423,0,0,0,0,0,2.02857,-0.490454,2.519024,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,2.13E-4,0.999762,,,,,,,,,,,,,,,,,,,,,,,268.15023652991,-29.11096203433,8.705619,6.248728,0.5302,0.075262
38,000.7-03.7,M 3-22,T,18:02:19.2,-30:14:25.37,270.58017,-30.24038,0.71193,-3.79136,1992secg.book.....A,6.0,6.0,,,S,,,5.0,,,11.0,,,,,,,5.37,,,2.43,1.62,,69.59,,,,,Gaia DR3 4050168629923554944,270.58023372819,-30.24053102062,0.0,0.0,61.0,1636148068921376768,4050168629923554944,756215235,0.2476,0.1923,1.3915,0.2995,4.6461,6.205,-2.341,0.296,-5.746,0.187,0.3953,-0.2133,0.0642,-0.2303,-0.3386,0.0213,-0.5792,-0.4479,0.3389,0.0892,212,0,210,2,4.4115,315.86,0.97,4.6574,95,false,,1.5162,0.0513,-0.014,0.114,-0.187,0.114,-0.246,24,13,0.424167,26,0.05181,177.7,6,0,1.224,0,221,857.01337,4.16239,205.895,18.354898,0.00595,23,2233.52,66.3637,33.6557,16.96607,0.032381,22,2073.95,32.1071,64.5947,16.4559,0.017228,5.026,0,0,0,0,0,0.51017,-1.388828,1.898998,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,2.6E-5,0.999974,,,,,,,,,,,,,,,,,,,,,,,270.58024577131,-30.2405054814,4.730262,3.102236,0.0976,0.578676
39,000.7+04.7,H 2-11,T,17:29:25.9,-25:49:06.64,262.35812,-25.81851,0.71256,4.70323,1992secg.book.....A,2.0,2.0,,,E,,,,,,12.8,,,,,,,0.56,,,7.19,6.66,,7.56,,,,,Gaia DR3 4109783360108033024,262.35817144938,-25.81866811938,0.002,0.001,65.0,1636148068921376768,4109783360108033024,1265668998,1.828,1.1561,,,,,,,,,0.5672,,,,,,,,,,157,0,151,6,20.6191,855.6,7.073,37.612,3,false,,,,,,,,,18,12,4.745704,19,0.6986,95.0,0,0,,0,155,440.0801,9.20756,47.7955,19.078537,0.022883,11,1319.77,30.3309,43.5122,17.5373,0.025108,12,6149.7,25.0429,245.567,15.275762,0.005817,16.973,0,11,0,12,0,2.261539,-1.541237,3.802775,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,2.6E-5,2.1E-5,0.986088,,,,,,,,,,,,,,,,,,,,,,,262.35817144938,-25.81866811938,1.827973,1.156123,0.5672,0.593145
40,000.7+03.2,M 4-5,T,17:34:54.7,-26:35:56.90,263.72797,-26.59914,0.72555,3.24734,1992secg.book.....A,6.7,4.9,,,B,m;p;,,,,,15.6,10.2,,,,,,2.01,,,2.39,4.42,,16.15,,,,,Gaia DR3 4061777617281328896,263.727994193,-26.59926251098,0.018,0.004,59.0,1636148068921376768,4061777617281328896,1160793339,15.1738,9.4933,,,,,,,,,0.9036,,,,,,,,,,67,0,64,3,3.8802,110.97,11.739,3.9207,3,false,,,,,,,,,8,6,65.7902,8,0.5039,175.8,0,0,,0,67,80.75963,3.64659,22.1466,20.91938,0.049102,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,263.727994193,-26.59926251098,15.173831,9.493296,0.9036,0.447862
42,000.7-07.4,M 2-35,T,18:17:37.2,-31:56:46.86,274.40497,-31.94635,0.76849,-7.48349,1992secg.book.....A,5.0,,,,S,,,,,,2.7,,,,,,,,,,,,,,,,,,Gaia DR3 4045842051660175488,274.40498315895,-31.94639082397,0.006,0.001,43.0,1636148068921376768,4045842051660175488,1564000947,3.8771,4.2183,,,,,,,,,0.9682,,,,,,,,,,77,0,76,1,-1.1376,57.706,0.0,0.0,3,false,,,,,,,,,10,7,11.117562,10,0.1004,34.03,0,20,,0,76,212.04746,2.19361,96.6658,19.871284,0.011565,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,274.40498315895,-31.94639082397,3.877083,4.218306,0.9682,0.152364
45,000.8-01.5,Sa 3-90,T,17:53:49.7,-28:59:11.26,268.45715,-28.98646,0.87926,-1.56635,1992secg.book.....A,2.0,1.8,,,S,,,,,,3.6,,,,,,,3.21,,,4.11,4.48,,307.9,,,,,Gaia DR3 4056603178196321792,268.4572088844,-28.9865740611,0.0,0.0,71.0,1636148068921376768,4056603178196321792,442475228,0.0693,0.0548,0.0451,0.0722,0.6245,9.876,-5.381,0.083,-8.282,0.054,0.1915,-0.2687,-0.3504,-0.0965,-0.1328,-0.0862,-0.7766,0.0296,0.1062,0.2736,348,0,347,1,-0.853,375.35,0.084,0.35214,95,false,,1.3264,0.0123,-0.016,-0.059,0.218,-0.033,-0.061,40,15,0.121352,41,0.01232,66.24,0,0,0.967,0,330,4586.07124,12.0573,380.355,16.533766,0.003967,32,3132.45,50.1119,62.5092,16.598831,0.017592,33,9625.48,79.8055,120.612,14.789339,0.009763,2.782,0,32,0,33,0,1.809492,0.065065,1.744427,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.006328,0.993647,,,,,,,,,,,,,,,,,,,,,,,268.45723622234,-28.98653725375,1.346193,0.907016,0.266,0.450547
