idPNMain,PNG,Name,PNstat,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,Glon,Glat,Catalogue,MajDiam,MinDiam,PAdiam,EPA,mainClass,subClass,tbRadioCont_Flux_3cm,tbRadioCont_Flux_6cm,tbRadioCont_Flux_11cm,tbRadioCont_Flux_13cm,tbRadioCont_Flux_20cm,tbRadioCont_Flux_36cm,tbRadioCont_Flux_2cm,tbIRFlux_Flux_J,tbIRFlux_Flux_H,tbIRFlux_Flux_Ks,tbIRFlux_Flux_8um,tbIRFlux_Flux_12um,tbIRFlux_Flux_22um,tbIRFlux_Flux_24um,tbIRFlux_Flux_25um,tbIRFlux_Flux_60um,tbIRFlux_Flux_70um,tbIRFlux_Flux_100um,tbIRFlux_Flux_160um,tbIRFlux_Flux_250um,tbIRFlux_Flux_350um,tbIRFlux_Flux_500um,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000_x,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
1165,352.6-04.9,SB 37,T,17:47:52.7,-37:48:03.10,266.96948,-37.80086,352.64735,-4.9879,2001A&A...378..843K,13.2,10.8,,,E,r;,,,,,3.7,,,,,,,,,,,,,,,,,,Gaia DR3 4039816242659008256,266.96957247059,-37.80076573908,0.002,0.001,73.0,1636148068921376768,4039816242659008256,680239275,1.4633,0.7811,-2.546,1.2538,-2.0307,13.735,12.866,1.273,-4.808,0.679,0.4532,-0.6364,0.2073,-0.6601,-0.4028,-0.4163,-0.7974,-0.1211,0.5487,0.1267,135,0,133,2,5.4503,242.96,2.546,6.0901,95,false,,1.5094,0.1608,-0.289,-0.257,0.213,-0.033,0.156,16,10,1.87313,16,0.4428,5.012,23,6,1.358,0,125,313.01567,3.84426,81.4242,19.448452,0.013616,12,1899.83,75.9004,25.0305,17.141756,0.043466,13,1746.15,11.1218,157.002,16.64269,0.007881,11.648,0,12,0,13,0,0.499065,-2.306696,2.805761,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.433031,0.56697,,,,,,,,,,,,,,,,,,,,,,,266.969500104,-37.80074437022,20.109377,11.496427,0.1975,0.429347
1166,352.6+00.1,H 1-12,T,17:26:24.3,-35:01:41.59,261.60117,-35.02822,352.67479,0.14393,1992secg.book.....A,8.5,8.0,,,B,m;r;s;,,,,,378.0,300.8,,0.107075,0.362994,0.824006,,5.91,,,57.26,27.32,,958.1,,,,,Gaia DR3 5975747702989704064,261.60121379152,-35.02817877731,0.0,0.0,68.0,1636148068921376768,5975747702989704064,930431540,0.3254,0.2446,0.1491,0.3307,0.4507,6.748,-5.378,0.4,-4.076,0.305,0.2717,-0.0667,-0.1476,-0.0109,-0.1771,0.0321,-0.3302,-0.2451,-0.0447,0.2133,210,0,210,0,0.221,236.85,0.833,1.1525,95,false,,1.2311,0.0775,-0.044,-0.024,0.131,-0.182,-0.083,24,13,0.574221,24,0.04133,175.5,0,0,1.009,0,201,438.48398,4.86388,90.151,19.082483,0.012355,21,448.687,23.7762,18.8713,18.708683,0.057601,19,3723.79,25.6902,144.95,15.820434,0.00839,9.516,0,1,0,2,0,2.888249,-0.3738,3.26205,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,3.46E-4,0.999646,,,,,,,,,,,,,,,,,,,,,,,261.60124298303,-35.02816066206,6.462929,4.962596,0.2075,0.196694
1167,352.7-08.4,SB 38,T,18:03:29.2,-39:21:28.19,270.87151,-39.35783,352.79954,-8.40889,2001A&A...378..843K,15.6,14.4,,,E,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4035884049752727808,270.87169310586,-39.35782520824,0.0,0.0,68.0,1636148068921376768,4035884049752727808,1371018809,0.1102,0.0944,0.0502,0.1105,0.4545,5.943,-2.22,0.142,-5.513,0.099,0.1474,0.1694,-0.459,-0.1295,-0.1747,-0.1001,-0.72,-0.1917,0.0835,0.0822,267,0,263,4,6.9222,538.81,0.528,6.8953,95,false,,1.7643,0.0219,-0.14,0.105,-0.133,0.003,-0.152,30,18,0.207103,30,0.07089,6.826,15,0,1.319,0,263,2587.97987,4.61656,560.587,17.154964,0.003368,11,2585.88,38.7756,66.6883,16.807024,0.016518,12,1487.37,48.2223,30.8441,16.816847,0.035403,1.574,0,0,12,0,0,-0.009823,-0.34794,0.338118,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,270.87170586667,-39.35780070767,2.328945,1.660058,0.0889,0.509971
1168,352.8-00.2,H 1-13,T,17:28:27.58,-35:07:31.7,262.11492,-35.12547,352.82795,-0.25952,1992secg.book.....A,13.5,12.0,,,E,m;r;,,,,,474.0,403.8,,,,,,4.39,,,61.36,79.17,,2620.0,,,,,Gaia DR3 5975007147549090432,262.11490984578,-35.12546552876,0.0,0.0,73.0,1636148068921376768,5975007147549090432,1721927218,0.2099,0.1421,0.5911,0.2289,2.5828,4.736,-1.107,0.276,-4.605,0.174,0.2757,-0.2272,-0.1192,-0.2376,-0.2913,-0.2222,-0.3544,-0.1498,0.0267,0.3975,232,0,232,0,-0.8916,307.25,0.757,3.0447,95,false,,1.1056,0.0429,-0.087,-0.09,0.202,-0.138,-0.077,27,15,0.403228,27,0.03073,16.31,6,0,0.957,0,204,878.05001,5.87484,149.459,18.32857,0.007769,23,724.674,32.2444,22.4744,18.188187,0.04839,26,3617.06,17.2021,210.268,15.852008,0.006399,4.945,0,0,0,1,0,2.336179,-0.140383,2.476562,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,2.0E-6,0.999996,,,,,,,,,,,,,,,,,,,,,,,262.11491586384,-35.12544506418,4.449524,2.8401,0.4101,0.033956
1169,352.9+11.4,K 2-16,T,16:44:49.05,-28:04:04.7,251.20438,-28.06797,352.94724,11.39601,1992secg.book.....A,26.6,24.3,,141.0,E,a;r;,,,,,,,,0.0275733,0.0204692,0.0162604,,11.06,,,37.67,24.15,,7.37,,,,,Gaia DR3 6033785806546839936,251.20437208519,-28.06798600726,0.0,0.0,94.0,1636148068921376768,6033785806546839936,105298630,0.0208,0.0093,0.1753,0.0242,7.2445,3.631,-2.434,0.027,-2.694,0.019,-0.1129,-0.4097,0.1377,-0.185,0.0472,-0.0334,-0.2077,-0.241,0.3647,-0.1833,486,486,474,12,6.1012,1545.0,0.139,27.805,31,true,1.65,,,,,,,,56,17,0.038004,56,0.04538,22.16,0,0,1.205,0,466,274738.11734,510.484,538.192,12.09007,0.003415,51,175166.0,864.828,202.544,12.229919,0.006043,51,157496.0,828.484,190.101,11.754723,0.006849,1.211,0,0,0,0,0,0.475197,0.13985,0.335347,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.011614,0.0,6.1E-5,27226.3,26945.2,27550.0,4.0425,3.9967,4.1261,-0.2425,-0.3137,-0.2127,4784.0923,4284.5557,5078.531,1.6948,1.6894,1.7009,1.6305,1.6248,1.637,0.8913,0.8881,0.895,OB,251.20438434661,-28.06797403175,0.422053,0.308127,-0.1732,0.062872
1170,352.9-07.5,Fg 3,T,18:00:11.82,-38:49:52.6,270.04925,-38.83128,352.95756,-7.59648,1992secg.book.....A,4.0,2.0,,,B,m;p;r;s;,,107.0,,,43.8,24.6,92.0,,,,,3.54,,,31.21,16.82,,7.17,,,,,Gaia DR3 4035783611879028736,270.04922477896,-38.83129192769,0.0,0.0,135.0,1636148068921376768,4035783611879028736,827362738,0.2384,0.2387,-0.2137,0.2057,-1.0387,2.588,-1.715,0.291,-1.938,0.219,-0.6208,0.3959,-0.8111,0.6093,-0.6193,0.6404,-0.9193,-0.4975,0.5639,-0.5958,236,0,236,0,43.1547,5128.9,1.064,206.24,95,false,,1.4982,0.0335,-0.137,0.04,-0.031,0.124,-0.115,27,13,0.54271,27,0.28,77.73,0,0,3.581,0,226,44530.89793,569.593,78.1802,14.065713,0.014158,24,249343.0,1811.7,137.629,11.846551,0.008368,23,223312.0,648.405,344.402,11.375615,0.004922,10.614,0,0,0,0,0,0.470936,-2.219162,2.690098,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,270.0492345622,-38.83128331339,4.848003,3.718687,-0.6075,0.082743
1172,353.3+06.3,M 2-6,T,17:04:18.3,-30:53:28.72,256.07635,-30.89131,353.3542,6.31785,1992secg.book.....A,8.0,,,,S,,,,,,15.2,,,0.00505462,0.00347296,0.00427298,,,,,,,,,,,,,Gaia DR3 6028519485121240832,256.07636517945,-30.89137934675,0.0,0.0,84.0,1636148068921376768,6028519485121240832,780186173,0.0847,0.0404,0.0663,0.0949,0.6985,6.444,-0.202,0.115,-6.441,0.072,0.1746,-0.1333,-0.2439,-0.2487,0.0673,-0.1716,-0.4263,-0.0286,0.1561,0.0244,569,0,567,2,9.7126,1251.9,0.533,15.234,95,false,,1.6227,0.0154,0.028,-0.087,0.11,0.047,0.129,66,19,0.161234,66,0.1312,96.17,2,0,1.303,0,566,5845.86166,16.8681,346.564,16.270245,0.004172,56,18248.7,63.9918,285.173,14.685461,0.00472,57,17515.4,53.098,329.87,14.139343,0.005012,6.118,0,56,0,57,0,0.546118,-1.584784,2.130901,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.008673,0.991326,,,,,,,,,,,,,,,,,,,,,,,256.07636622344,-30.89135071957,1.864669,1.176753,0.041,0.254014
1173,353.3-08.3,SB 39,T,18:04:31.6,-38:47:39.70,271.13174,-38.79436,353.39778,-8.31948,2001A&A...378..843K,103.2,95.4,,,E,a;s;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4036109204762730880,271.13199659189,-38.79428850786,0.0,0.0,60.0,1636148068921376768,4036109204762730880,1363644580,0.0305,0.0259,0.0906,0.0371,2.4413,7.328,0.892,0.036,-7.273,0.026,0.2901,-0.2038,-0.121,-0.2233,-0.4103,-0.1373,-0.5826,-0.1298,0.333,0.2593,335,0,332,3,-0.3391,330.84,0.0,0.0,31,false,1.461,,,,,,,,38,19,0.052312,38,0.07292,1.574,0,0,0.986,0,328,11439.24833,3.62455,3156.05,15.541373,0.002777,36,5037.62,12.5973,399.897,16.082977,0.003893,34,9443.45,10.6798,884.238,14.810069,0.003974,1.266,0,1,0,0,0,1.272908,0.541604,0.731304,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999979,5670.4,5610.7,5742.9,3.6574,3.6322,3.6754,-0.243,-0.2742,-0.2085,2742.1594,2700.5103,2816.0479,1.0123,0.9725,1.0547,0.8128,0.7796,0.8482,0.437,0.419,0.4561,PHOENIX,271.13199150614,-38.79425618309,0.578124,0.434159,0.2684,0.764576
1174,353.4-02.4,K 5-8,P,17:39:17.1,-35:46:58.87,264.82144,-35.78302,353.47312,-2.46781,2001A&A...378..843K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4041216852950479616,264.82143227942,-35.78317268043,0.0,0.0,77.0,1636148068921376768,4041216852950479616,1538693324,0.1245,0.099,-0.166,0.1372,-1.2102,8.53,-4.794,0.211,-7.055,0.139,0.1111,0.0779,0.0394,0.0582,-0.1882,0.0485,-0.3417,0.2593,0.1434,0.0459,188,0,185,3,7.6492,974.85,0.785,25.47,31,false,1.149,,,,,,,,21,14,0.293432,22,0.7257,90.4,38,0,1.427,0,184,4145.17578,201.043,20.6184,16.643509,0.052731,21,694.621,22.9043,30.3271,18.234173,0.035909,20,7332.85,1180.39,6.21222,15.084714,0.174815,1.937,0,21,0,20,0,3.149459,1.590664,1.558795,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999971,,,,,,,,,,,,,,,,,,,,,,,264.82145854261,-35.7831413231,3.376772,2.255591,0.0411,0.550112
1175,353.4-04.5,K 6-13,T,17:48:00.9,-36:50:08.02,267.00387,-36.83556,353.49347,-4.5172,2001A&A...378..843K,13.7,,,,R,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4040170633255266816,267.00392933679,-36.83553375904,0.001,0.0,59.0,1636148068921376768,4040170633255266816,891251824,0.6897,0.5247,-0.1584,0.6115,-0.259,5.091,-3.572,0.758,-3.628,0.476,0.5385,-0.274,-0.3131,-0.4477,-0.2636,-0.2932,-0.7826,0.0478,0.2414,0.3497,253,0,251,2,3.2592,340.07,1.731,2.4741,95,false,,1.7355,0.1249,-0.039,-0.103,0.151,-0.125,-0.046,29,16,1.16919,30,0.07513,163.2,3,0,1.149,0,250,199.96534,1.19546,167.271,19.93498,0.007051,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,267.00394917017,-36.83551763378,12.363784,8.034553,0.3697,0.19533
1177,353.6-03.6,K 6-11,T,17:44:35.6,-36:14:02.15,266.1482,-36.23393,353.65421,-3.61779,2001A&A...378..843K,12.8,,,,E,m;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4040919984780241024,266.14826313772,-36.23401921348,0.0,0.0,56.0,1636148068921376768,4040919984780241024,1465845183,0.1451,0.1128,0.2424,0.1209,2.0046,4.625,-3.051,0.15,-3.476,0.098,0.6539,-0.1907,-0.4163,-0.6366,-0.2352,-0.5115,-0.898,-0.0638,0.3083,0.5011,359,0,359,0,4.5857,504.56,0.349,3.2133,95,false,,1.4902,0.0212,0.191,0.136,0.123,-0.175,-0.243,41,14,0.254797,44,0.05635,2.768,3,0,1.176,0,375,2107.79152,3.43667,613.324,17.377798,0.003275,41,1176.63,9.66715,121.714,17.661947,0.009347,39,1916.89,12.1529,157.732,16.5414,0.007853,1.468,0,37,0,34,0,1.120546,0.284149,0.836397,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,5920.2,5890.2,5987.6,4.5923,4.5715,4.6144,-4.1096,-4.1434,-3.9767,1626.56,1596.4069,1688.2603,0.8827,0.8651,0.923,0.7298,0.7148,0.7641,0.4054,0.3971,0.4244,MARCS,266.14827994692,-36.23400376555,2.463627,1.664194,0.5298,0.369814
1178,353.7+06.3,M 2-7,T,17:05:13.9,-30:32:19.68,256.308,-30.5388,353.758,6.36988,1992secg.book.....A,7.8,,,,E,p;s;,,,,,6.4,,,,,,,0.45,,,0.41,1.22,,19.75,,,,,Gaia DR3 6028553986629499136,256.30795486594,-30.5387814363,0.001,0.0,86.0,1636148068921376768,6028553986629499136,111014452,0.7096,0.3766,,,,,,,,,0.0841,,,,,,,,,,460,0,455,5,155.3339,39691.0,6.4,1287.8,3,false,,,,,,,,,52,18,1.439382,52,0.2354,128.4,36,0,,0,457,2486.26189,19.2703,129.021,17.1985,0.008855,46,3958.38,38.5224,102.755,16.344748,0.010928,47,4964.9,16.0841,308.683,15.508121,0.005163,3.589,0,46,0,47,0,0.836627,-0.853752,1.690379,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.10252,0.89748,0.0,,,,,,,,,,,,,,,,,,,,,,,256.30795486594,-30.5387814363,0.709645,0.37661,0.0841,0.155082
1179,353.7-12.8,Wray 16-411,T,18:26:41.8,-40:29:52.51,276.67407,-40.49792,353.78858,-12.89737,1992secg.book.....A,30.0,30.0,,87.0,B,p;s;,,,,,,,,,,,,0.34,,,0.82,0.91,,1.97,,,,,Gaia DR3 6726303683327171200,276.67378278906,-40.49807814168,0.0,0.0,56.0,1636148068921376768,6726303683327171200,1375117331,0.0902,0.0822,0.2067,0.0924,2.2374,5.276,1.228,0.123,-5.131,0.096,0.2306,0.0555,-0.2925,-0.1865,-0.1879,-0.1759,-0.4903,-0.1023,0.0245,0.2113,228,0,227,1,0.7273,291.71,0.369,2.9281,95,false,,1.8729,0.0254,-0.111,0.134,0.022,-0.027,-0.11,26,16,0.179952,26,0.07443,165.4,0,0,1.033,0,223,2308.72681,3.8258,603.462,17.278936,0.003291,24,2166.79,7.53275,287.649,16.999,0.004694,24,865.276,8.7942,98.3917,17.405008,0.011664,1.313,0,0,0,0,0,-0.406008,-0.279936,-0.126072,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,5.0E-5,15844.3,15748.2,15900.0,4.6051,4.6009,4.6077,-0.9886,-0.9971,-0.9725,17524.098,17423.986,17570.047,0.0018,4.0E-4,0.0046,0.0018,4.0E-4,0.0046,0.001,2.0E-4,0.0025,OB,276.67377561377,-40.49805533676,1.99046,1.581989,0.2205,0.970725
1180,353.8-01.2,K 6-3,T,17:35:27.4,-34:47:42.22,263.86404,-34.79506,353.88889,-1.27867,2001A&A...378..843K,,,,,S,,,,,,8.2,,,,,,,,,,,,,,,,,,Gaia DR3 4053336318579056256,263.86403790002,-34.79488390995,0.0,0.0,113.0,1636148068921376768,4053336318579056256,1387101433,0.1039,0.0846,0.3197,0.119,2.6873,8.48,-8.29,0.143,-1.782,0.105,-0.2223,0.0596,-0.3112,0.163,-0.3719,0.2173,-0.5399,-0.2752,0.2901,-0.257,230,0,227,3,-0.1485,393.16,0.527,7.3945,95,false,,1.1611,0.0243,-0.178,0.082,-0.035,0.084,-0.156,26,15,0.212527,26,0.009589,143.5,0,0,0.991,0,225,2802.95004,4.88724,573.524,17.068329,0.003343,22,454.605,21.7021,20.9475,18.694456,0.051906,23,4998.7,25.3168,197.446,15.500753,0.006672,1.946,0,22,0,23,0,3.193703,1.626127,1.567575,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,263.86408276754,-34.79487599065,2.325233,1.733822,-0.2643,0.633955
1181,353.9+02.7,PM 1-140,T,17:19:45.5,-32:30:32.18,259.93938,-32.50894,353.97285,2.70728,1992secg.book.....A,8.6,,,,S,,,,,,9.7,,,,,,,,,,,,,,,,,,Gaia DR3 5979532810495670784,259.93939196592,-32.50897418743,0.001,0.0,81.0,1636148068921376768,5979532810495670784,346674434,0.7248,0.4699,0.8764,0.7589,1.1548,8.084,-4.68,1.088,-6.592,0.679,0.1437,-0.2316,0.2674,-0.0978,-0.0282,-0.0326,-0.178,-0.1667,-0.0865,-0.0357,172,0,169,3,2.8448,229.53,2.096,1.9871,95,false,,1.6414,0.1682,-0.019,-0.025,0.308,-0.066,-0.212,21,13,1.524213,22,0.02889,0.4326,10,0,1.159,0,167,201.30061,1.48349,135.694,19.927753,0.008462,17,581.759,16.71,34.815,18.426683,0.03131,16,1793.18,15.5931,114.998,16.613838,0.01017,11.798,0,17,0,16,0,1.812845,-1.50107,3.313915,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,259.93941663114,-32.50894488939,17.236031,10.95669,-0.0301,0.128324
1182,354.2+04.3,M 2-10,T,17:14:07.0,-31:19:42.60,258.52927,-31.3285,354.24751,4.36581,1992secg.book.....A,6.5,5.5,,,B,,,,,,11.6,14.2,,,,,,0.34,,,1.69,4.19,,61.16,,,,,Gaia DR3 5980550511636230656,258.52925417988,-31.32862863634,0.0,0.0,93.0,1636148068921376768,5980550511636230656,1172833787,0.0942,0.0534,0.3781,0.1012,3.7347,6.69,-4.482,0.135,-4.966,0.08,-0.0655,-0.1025,0.0499,-0.2225,-0.106,-0.2714,-0.5463,-0.1794,0.3001,0.0943,486,0,485,1,0.8456,547.39,0.0,0.0,95,false,,1.5808,0.0189,-0.156,0.208,0.052,0.034,-0.009,56,17,0.187933,57,0.02971,96.16,0,1,1.027,0,452,2427.69191,7.0353,345.073,17.224382,0.004182,35,6709.15,137.074,48.9454,15.771873,0.022357,37,10465.9,61.8442,169.23,14.698453,0.007446,7.075,0,35,0,37,0,1.07342,-1.45251,2.525929,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,258.52927750179,-31.32860656337,2.154366,1.307847,0.1127,0.465639
1183,354.4-07.8,H 1-52,T,18:04:57.6,-37:38:07.94,271.24004,-37.63554,354.46892,-7.84468,1992secg.book.....A,15.0,,,,E,s;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4036334471597172352,271.24004636231,-37.63543041997,0.0,0.0,64.0,1636148068921376768,4036334471597172352,353429975,0.353,0.2655,0.2699,0.3955,0.6824,6.909,-4.16,0.512,-5.517,0.34,0.3776,-0.1803,0.1561,-0.0037,-0.2956,-0.0446,-0.3817,-0.1,0.2966,0.5319,279,0,277,2,2.1591,335.5,1.108,1.9818,95,false,,1.5296,0.0862,-0.015,-0.059,0.114,0.053,-0.044,32,17,0.768238,32,0.09779,176.5,1,0,1.093,0,268,309.84252,1.86453,166.177,19.459515,0.007091,26,906.693,19.9837,45.3716,17.944891,0.024092,27,617.764,10.2541,60.2457,17.77084,0.018414,4.92,0,2,0,2,0,0.174051,-1.514624,1.688675,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,6.0E-6,0.999994,,,,,,,,,,,,,,,,,,,,,,,271.24006970711,-37.63540589951,8.142734,5.554604,0.5278,0.394905
1185,354.5+03.3,Th 3-4,T,17:18:51.9,-31:39:06.34,259.71634,-31.65176,354.56864,3.35266,1992secg.book.....A,14.0,,,,B,a;s;,,,,,7.1,,,,,,,1.52,,,10.43,6.72,,39.21,,,,,Gaia DR3 5980371256845517056,259.71640821038,-31.65184192045,0.001,0.001,61.0,1636148068921376768,5980371256845517056,1653876412,1.1751,0.9498,,,,,,,,,0.3464,,,,,,,,,,179,0,179,0,65.9971,6584.3,8.097,188.76,3,false,,,,,,,,,20,13,1.974797,20,0.1476,141.7,0,0,,0,176,984.95213,14.5733,67.5861,18.203829,0.016299,17,1814.0,33.5363,54.0906,17.191952,0.020266,17,5608.29,28.2703,198.381,15.375818,0.006651,7.536,0,17,0,17,0,1.816133,-1.011877,2.828011,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,2.8E-4,3.09E-4,0.974572,,,,,,,,,,,,,,,,,,,,,,,259.71640821038,-31.65184192045,1.175083,0.949811,0.3464,0.361481
1187,354.7-10.0,SB 41,T,18:15:39.04,-38:27:56.5,273.91267,-38.46569,354.70956,-10.09446,2001A&A...378..843K,25.8,23.4,,,R,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 6727598809253337088,273.9126827381,-38.46569720803,0.0,0.0,55.0,1636148068921376768,6727598809253337088,1116547281,0.1589,0.1463,0.3635,0.1969,1.8463,4.262,-3.26,0.233,-2.745,0.173,0.2381,0.0886,-0.347,-0.0418,-0.2789,-0.1079,-0.6921,-0.3601,0.1748,0.4807,387,0,386,1,-1.5435,372.61,0.0,2.0619E-15,95,false,,1.7911,0.0333,-0.207,0.068,-0.193,0.185,-0.188,44,15,0.360539,44,0.0984,0.6394,0,0,0.944,0,383,846.49193,2.18554,387.314,18.368309,0.003931,41,764.612,7.73816,98.8105,18.12994,0.011337,40,451.179,6.00205,75.1707,18.112024,0.01493,1.436,0,41,0,40,0,0.017916,-0.238369,0.256285,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,9998.4,9995.4,9999.6,4.5862,4.5768,4.5905,-1.2642,-1.3341,-1.2227,14156.664,14064.343,14257.775,8.0E-4,1.0E-4,0.0018,7.0E-4,1.0E-4,0.0017,4.0E-4,0.0,9.0E-4,PHOENIX,273.91270124469,-38.46568500589,3.780071,2.864202,0.4639,0.044301
1188,354.7-07.2,SB 40,T,18:02:55.7,-37:08:13.96,270.73206,-37.13721,354.7161,-7.25205,2001A&A...378..843K,20.4,18.6,,,R,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4037160548451676416,270.73220077402,-37.13732655803,0.0,0.0,58.0,1636148068921376768,4037160548451676416,1454959164,0.1331,0.108,0.3423,0.1458,2.3475,6.954,-2.847,0.158,-6.344,0.111,0.4256,-0.0945,-0.2397,-0.333,-0.2561,-0.2653,-0.6584,-0.2135,0.2129,0.3951,330,0,330,0,7.01,668.35,0.767,10.408,95,false,,1.871,0.0287,0.082,0.011,0.068,-0.038,-0.176,38,19,0.242393,38,0.155,2.845,13,21,1.287,0,324,1761.47697,5.69031,309.557,17.572674,0.00446,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,270.7322166458,-37.13729836103,2.567515,1.845571,0.4075,0.582488
1189,354.9+03.5,Th 3-6,T,17:19:20.2,-31:12:40.50,259.83423,-31.21125,354.98824,3.52215,1992secg.book.....A,,,,,B,a;s;,,,,,9.6,12.9,,,,,,1.38,,,0.99,2.74,,30.04,,,,,Gaia DR3 5980423277494359040,259.83432021557,-31.21138157653,0.0,0.0,65.0,1636148068921376768,5980423277494359040,880637542,0.4594,0.3209,0.4376,0.4475,0.9781,8.975,-4.504,0.585,-7.763,0.399,0.4293,-0.084,0.0213,-0.0582,-0.1947,0.0408,-0.2476,-0.1322,0.0769,0.2592,178,0,178,0,-2.0123,149.2,0.0,0.0,95,false,,1.3002,0.1118,0.112,0.112,0.221,0.034,-0.189,21,13,0.830064,21,0.02547,131.8,0,0,0.892,0,178,331.22603,2.25499,146.886,19.387056,0.007889,20,1071.29,28.378,37.7508,17.763771,0.028896,21,3073.06,16.2545,189.059,16.028967,0.006875,12.512,0,0,0,0,0,1.734804,-1.623285,3.358089,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.980018,0.019982,,,,,,,,,,,,,,,,,,,,,,,259.8343436222,-31.21134707454,9.355556,6.475786,0.2575,0.549112
